country,product,value,rca,eci,coi,pci,cog,density,Dpt_name,rca2,rpca
Boyaca,7490,18910.68439,1,-0.313516702997745,-0.0268807065935751,-0.0118435782505632,-0.250523896488599,0.234762244423049,Boyaca,1.5982327689441196,1.2398657644925024
Boyaca,7500,5979.0514,0,-0.313516702997745,-0.0268807065935751,-0.482188052789013,-0.37118581070467,0.23445450700003,Boyaca,0.8139165347140406,0.6314144385945801
Boyaca,7710,66.54443,0,-0.313516702997745,-0.0268807065935751,0.13795298543812,0.520646639660003,0.147902025610962,Boyaca,0.039900513257097946,0.030953739239021123
Boyaca,7721,103.4708,0,-0.313516702997745,-0.0268807065935751,-0.357260230163932,-0.608107550013007,0.195975464360236,Boyaca,0.10618857601984664,0.0823782258414079
Boyaca,7729,95.48667,0,-0.313516702997745,-0.0268807065935751,-0.866057737293781,-1.32894441775334,0.261506283870221,Boyaca,0.059610502868499005,0.046244216203665
Boyaca,7730,203.84377,0,-0.313516702997745,-0.0268807065935751,-0.396448367364225,-0.70998774351515,0.2244692603409,Boyaca,0.06200138923399396,0.04809900119429408
Boyaca,7740,211.9336,1,-0.313516702997745,-0.0268807065935751,-0.29527366450607,-0.250523896488599,0.26135494112013,Boyaca,4.689174086950552,3.6377344571632015
Boyaca,7810,782.48423,0,-0.313516702997745,-0.0268807065935751,2.55284766228606,3.01969323733037,0.0777088747646176,Boyaca,0.11480751306438891,0.08906456413673905
Boyaca,7820,4124.11603,0,-0.313516702997745,-0.0268807065935751,1.49498124174182,2.42375329178563,0.119569287679043,Boyaca,0.26568130871373596,0.20610837503810578
Boyaca,7911,528.95761,0,-0.313516702997745,-0.0268807065935751,-0.0236037006212587,0.593221249378235,0.146235323102448,Boyaca,0.05157487381442862,0.04001039247416824
Boyaca,7912,119.7015,0,-0.313516702997745,-0.0268807065935751,-0.317309282584213,0.143433901073309,0.144389605694857,Boyaca,0.052533050187475214,0.0407537197944252
Boyaca,7990,50.75464,0,-0.313516702997745,-0.0268807065935751,-0.843174576131951,-0.960647547392597,0.255858733665196,Boyaca,0.06018135319498175,0.04668706645064306
Boyaca,8010,13913.74873,0,-0.313516702997745,-0.0268807065935751,0.280304754155047,0.566356867143279,0.190368184529512,Boyaca,0.3938738754833503,0.3055567018954443
Boyaca,8020,173.04549,0,-0.313516702997745,-0.0268807065935751,-0.314595260818973,-0.317374658220196,0.183862236178194,Boyaca,0.08368665244227264,0.0649218420022175
Boyaca,8121,106843.58042,0,-0.313516702997745,-0.0268807065935751,-0.87998519893538,-1.2911549154866,0.259451696139126,Boyaca,0.8710762378278138,0.6757573906203628
Boyaca,8129,1026.46877,0,-0.313516702997745,-0.0268807065935751,-0.0858789029233944,-0.284994047749404,0.196467313159613,Boyaca,0.3522039636008753,0.2732303110489889
Boyaca,8130,3318.7548,0,-0.313516702997745,-0.0268807065935751,0.0887451885750712,0.110807682256026,0.181299762652357,Boyaca,0.4802909316577641,0.37259671728047933
Boyaca,8219,2715.2161,0,-0.313516702997745,-0.0268807065935751,-0.714937019909958,-0.867836033435442,0.200542727101745,Boyaca,0.9785937456631624,0.7591665658287231
Boyaca,8220,6171.7684,0,-0.313516702997745,-0.0268807065935751,1.281605672119,1.81898328858544,0.12935998061126,Boyaca,0.1654435845564995,0.12834665915531374
