year,state,industry,people,wage
2012,Amazonas,7413,5.608481737307137,3925937.216114996
2012,Amazonas,7414,5.296943576572026,1059388.7153144053
2012,Amazonas,7421,16.69342310934978,24302986.67839724
2012,Amazonas,7430,7.627433500186109,3813716.7500930545
2012,Amazonas,7491,4.676970327537994,3040030.712899696
2012,Amazonas,7492,63.23642266676009,40273575.08991669
2012,Amazonas,7493,229.5813188014337,70000960.61577043
2012,Amazonas,7499,40.098373544453665,39472581.437146984
2012,Amazonas,7511,30.845892758786682,56091473.35634379
2012,Amazonas,7512,467.7574261950017,646771117.6912616
2012,Amazonas,7513,160.61065467408872,225058239.19440216
2012,Amazonas,7514,96.38571505708093,152493988.55226403
2012,Amazonas,7515,19.08086508457806,26415727.593367107
2012,Amazonas,7521,6.201467128721512,11162640.831698721
2012,Amazonas,7522,166.51093142748996,235003847.88361117
2012,Amazonas,7523,57.411551026085476,63456070.80827615
2012,Amazonas,7524,245.42235210881213,391362684.54762655
2012,Amazonas,7530,34.733710364075684,30139288.720611602
2012,Amazonas,8011,20.923971906114378,27046748.89671009
2012,Amazonas,8012,122.63333351131944,161727114.16279593
2012,Amazonas,8021,59.705877812157745,81585462.74931163
2012,Amazonas,8022,20.408843815380862,31744135.215880256
2012,Amazonas,8041,5.825449005859186,4660359.204687349
2012,Amazonas,8042,25.207454325004043,34700118.25769388
2012,Amazonas,8043,128.74027527285062,181258005.4698787
2012,Amazonas,8044,57.38450330232988,47574971.33334121
2012,Amazonas,8045,38.76958764700073,42269532.27876142
2012,Amazonas,8046,26.99311711741599,40141141.609322675
2012,Amazonas,8050,51.86546937538224,58657090.825758725
2012,Amazonas,8060,119.5349393771649,142669260.4071466
2012,Amazonas,8511,167.15035842032196,235470280.82701135
2012,Amazonas,8512,98.99754193727411,163559562.23502138
2012,Amazonas,8513,13.084506971095898,19422605.784649402
2012,Amazonas,8514,16.559581403853713,28476812.805925954
2012,Amazonas,8515,4.52295619655473,22614780.982773647
2012,Amazonas,8520,8.312174060218096,4156087.030109048
2012,Amazonas,8531,20.51575633992677,14785372.036090937
2012,Amazonas,8532,91.0132044282583,64155948.48735084
2012,Amazonas,9000,2.97097160395548,2436196.7152434937
2012,Amazonas,9111,8.267915180527506,7454527.470272986
2012,Amazonas,9191,23.787245738378797,13145649.103065532
2012,Amazonas,9199,6.482895460033992,8574694.889421785
2012,Amazonas,9213,6.2812670422888965,4522512.270448006
2012,Amazonas,9214,21.08079349989503,20088345.52877922
2012,Amazonas,9231,6.024773861698121,3494368.83978491
2012,Amazonas,9233,8.041457901024813,5545831.218832717
2012,Amazonas,9241,5.647478790381459,282373.93951907294
2012,Amazonas,9242,68.63416631934622,58867163.47602151
2012,Amazonas,9249,31.99942229215831,11117440.449752545
2012,Amazonas,9301,29.00611727862151,5432064.5091297235
2012,Amazonas,9302,97.48805876661088,56828122.109837666
2012,Amazonas,9303,8.365546393545259,4182773.1967726294
2012,Amazonas,9309,12.934964757714365,5056841.318119584
2012,Amazonas,9500,219.80556705339217,57841430.20003167
2012,Antioquia,0000,502.5570557382119,277323565.27001876
2012,Antioquia,0111,103581.9457787416,42611955624.808685
2012,Antioquia,0112,4431.349919351596,2213215257.31839
2012,Antioquia,0113,44941.168485002774,26782807096.030575
2012,Antioquia,0114,1951.4610599237817,495898649.236291
2012,Antioquia,0115,14515.697113493248,5112631627.267833
2012,Antioquia,0116,7775.357820368282,3006970987.8880205
2012,Antioquia,0117,11662.176503034905,5514429457.533184
2012,Antioquia,0118,20091.23958732738,7276018401.546356
2012,Antioquia,0121,74892.31806878958,49482523185.31903
2012,Antioquia,0122,12181.441039463472,3731883555.2019095
2012,Antioquia,0123,13778.998727649257,3314932266.609831
2012,Antioquia,0124,2964.3153522478433,1795015900.6399643
2012,Antioquia,0125,1286.3638806967726,355437342.4085641
2012,Antioquia,0130,1011.013384936575,268410107.23988575
2012,Antioquia,0140,18675.658272494744,6207774622.624183
2012,Antioquia,0201,6681.743816493197,3515510160.487189
2012,Antioquia,0202,293.4486492643104,224987079.39094678
2012,Antioquia,0501,5304.783188794422,1695520238.709061
2012,Antioquia,1010,4978.774543161635,3295844533.7498245
2012,Antioquia,1110,1990.371285345446,4291974030.0602813
2012,Antioquia,1120,969.1576475675108,1734249158.1989675
2012,Antioquia,1320,26372.997010972293,17961443997.28718
2012,Antioquia,1339,2007.1286253039923,1066242125.4897617
2012,Antioquia,1411,11058.612110933425,6827469553.580981
2012,Antioquia,1415,89.77736476302591,628441553.3411814
2012,Antioquia,1490,189.75766546237372,457088765.6277672
2012,Antioquia,1511,10617.268050241519,9601909229.806519
2012,Antioquia,1512,177.56657889301047,128124982.11103082
2012,Antioquia,1521,4357.117880398267,1497986172.7607703
2012,Antioquia,1522,170.3925350490557,66789783.0481859
2012,Antioquia,1530,9281.93776534974,4438873043.259375
2012,Antioquia,1541,1906.4945611417604,2228982741.199251
2012,Antioquia,1543,1906.2602868302552,3682043800.933502
2012,Antioquia,1551,35526.82609861723,20095592575.96769
2012,Antioquia,1561,404.30107825300627,1809431834.2708886
2012,Antioquia,1563,494.5510851881312,606478841.8275452
2012,Antioquia,1564,168.88717046554308,189743173.9647617
2012,Antioquia,1571,76.61186587307485,45967119.523844905
2012,Antioquia,1572,238.06361570212425,65477819.67209881
2012,Antioquia,1581,2939.7043139953576,2678676611.563125
2012,Antioquia,1589,7611.398121124088,7292737275.249539
2012,Antioquia,1591,643.2988621460572,672370669.9151914
2012,Antioquia,1592,434.3036420262846,302227736.91280985
2012,Antioquia,1593,1336.3832279812939,3689681968.512958
2012,Antioquia,1594,7063.425641801024,3821276195.631016
2012,Antioquia,1600,628.2419706621685,1192839617.1784303
2012,Antioquia,1710,5579.575393068934,6280938265.693721
2012,Antioquia,1720,8298.12245719785,8445730993.593643
2012,Antioquia,1730,5810.608819115465,2975353125.8840604
2012,Antioquia,1741,3102.2672149428895,1109510677.016776
2012,Antioquia,1742,222.66493788431544,175659204.5951444
2012,Antioquia,1743,286.49921976274413,191805629.65542063
2012,Antioquia,1749,5443.979928566611,3582650479.401384
2012,Antioquia,1750,2197.7316675047723,956241953.871373
2012,Antioquia,1810,116227.24092173338,79088860912.95068
2012,Antioquia,1820,165.83518948525887,53798118.338749066
2012,Antioquia,1910,342.9179754882182,193411014.40458733
2012,Antioquia,1921,6015.415448334196,5150745643.232303
2012,Antioquia,1922,269.0173520831294,144198747.05838397
2012,Antioquia,1924,320.05721475243695,289061485.10152245
2012,Antioquia,1925,513.0799077688669,290857112.3373005
2012,Antioquia,1926,430.26331395818937,198287520.550449
2012,Antioquia,1929,3066.5173719180434,1715140879.3042333
2012,Antioquia,1931,3353.3863764065286,2052765460.8423383
2012,Antioquia,1932,89.59199147078995,76153192.75017145
2012,Antioquia,1939,2060.551511479196,863185087.9221798
2012,Antioquia,2010,1560.3214505563503,1184881079.5777884
2012,Antioquia,2020,203.38053559221828,140377500.88394332
2012,Antioquia,2030,2154.2923399055253,1275384912.9254134
2012,Antioquia,2040,990.0926451911515,550800214.5821102
2012,Antioquia,2090,3878.026764802789,2672186215.9093666
2012,Antioquia,2101,470.40200353044276,429480580.2730099
2012,Antioquia,2102,1636.4373847454112,1349702947.9296296
2012,Antioquia,2109,3829.503807378821,5192796927.166232
2012,Antioquia,2211,748.1754128008765,834129135.0167911
2012,Antioquia,2212,1602.1617884008238,1830994503.023172
2012,Antioquia,2213,89.94340947076792,121423602.78553669
2012,Antioquia,2220,5854.830344899292,4859802394.915278
2012,Antioquia,2231,2684.7067326281185,1858594752.3673124
2012,Antioquia,2232,81.25954527685286,43880154.449500546
2012,Antioquia,2233,623.9485085806868,238348003.7239074
2012,Antioquia,2234,305.3717678231536,193823214.58494487
2012,Antioquia,2240,159.2320585200919,86241499.75850093
2012,Antioquia,2321,166.38011513711527,102356614.11851993
2012,Antioquia,2411,1160.454112722492,2530623216.1227984
2012,Antioquia,2412,350.63696577453965,332743015.89126676
2012,Antioquia,2413,576.459799014174,584568051.9379581
2012,Antioquia,2414,91.98171609874123,183963432.19748247
2012,Antioquia,2421,982.113748104252,2276080564.583681
2012,Antioquia,2422,2637.7054545113724,2956226396.151457
2012,Antioquia,2423,2864.7309198812436,2719767260.337175
2012,Antioquia,2424,7304.393370648723,8157988219.53583
2012,Antioquia,2429,2048.780686209336,2416862602.518145
2012,Antioquia,2430,65.57114852180277,49178361.39135208
2012,Antioquia,2511,84.01444147010987,50408664.88206592
2012,Antioquia,2512,352.07116641485453,245428644.66122463
2012,Antioquia,2513,193.78312203692798,109730445.70710512
2012,Antioquia,2519,1376.3832557888977,1174042516.1117096
2012,Antioquia,2521,613.7798726021623,427029518.0492015
2012,Antioquia,2529,13687.631133864414,15320554229.283089
2012,Antioquia,2610,2387.2255716796344,2113227988.667825
2012,Antioquia,2691,2295.587729519593,3077434941.2268553
2012,Antioquia,2692,693.1585409289644,704780252.8665125
2012,Antioquia,2693,1764.4819514873172,2040929210.158111
2012,Antioquia,2694,1362.3625396574096,2343939148.0182486
2012,Antioquia,2695,1509.0608038463595,1001627442.8701719
2012,Antioquia,2696,178.59936902098246,184692716.565625
2012,Antioquia,2699,826.4758461923464,941460295.1117927
2012,Antioquia,2710,294.05906077220277,230010516.64742404
2012,Antioquia,2721,326.48040210253436,353430134.0004422
2012,Antioquia,2729,540.0738419590294,364050303.8253115
2012,Antioquia,2731,692.1134130453286,666942966.5192335
2012,Antioquia,2811,14566.7380534245,11274609363.089886
2012,Antioquia,2812,858.1127552497072,942909642.7474034
2012,Antioquia,2813,283.1042476974003,182639437.64597663
2012,Antioquia,2891,794.6983299006469,845132867.976716
2012,Antioquia,2892,2550.540893724982,2300874700.9512553
2012,Antioquia,2893,1928.0290840222985,1924797463.539373
2012,Antioquia,2899,8539.449497332707,6944004425.49023
2012,Antioquia,2911,192.16657852784502,155654928.60755447
2012,Antioquia,2912,312.33958463515955,188206418.88821283
2012,Antioquia,2913,349.65705566684255,409052852.8137171
2012,Antioquia,2914,324.30992286220084,316725229.2966228
2012,Antioquia,2915,1269.2378822665503,1532912862.086765
2012,Antioquia,2919,1165.3477893197253,1894798750.9797997
2012,Antioquia,2921,164.94087235131343,159778700.57288277
2012,Antioquia,2922,115.64417957793347,231288359.15586695
2012,Antioquia,2923,89.1794122307029,50537972.91113933
2012,Antioquia,2924,101.90494097880014,81523952.7830401
2012,Antioquia,2925,1210.4263863766826,1396923832.1567907
2012,Antioquia,2929,696.593532429416,1170095524.392196
2012,Antioquia,2930,4433.932699221387,4024861549.6220746
2012,Antioquia,3000,231.63074365423608,187041275.76478177
2012,Antioquia,3110,940.478723957522,838682099.231861
2012,Antioquia,3120,772.1973113721149,907625230.7422427
2012,Antioquia,3130,361.84649787430163,489471937.0173389
2012,Antioquia,3140,465.04893359464813,762206841.3318675
2012,Antioquia,3150,803.0846257518161,531952466.4126979
2012,Antioquia,3190,1024.046522143991,1032776038.0731155
2012,Antioquia,3220,85.54613402696485,205310721.66471565
2012,Antioquia,3230,79.34904603668797,49989899.00311342
2012,Antioquia,3311,2090.2578662989604,2441753820.9393053
2012,Antioquia,3312,251.41622880721718,166161654.60791272
2012,Antioquia,3320,313.2551822259602,219254593.49091846
2012,Antioquia,3410,2534.591084685671,4789230387.416066
2012,Antioquia,3420,438.93288437056793,295069488.5068851
2012,Antioquia,3430,2308.2256946912403,1961008701.1146457
2012,Antioquia,3511,165.021622388195,119129671.012938
2012,Antioquia,3512,694.5034102444039,753507977.0047126
2012,Antioquia,3591,3369.1569723388357,3773711158.751576
2012,Antioquia,3592,141.0318714803488,43539286.6571846
2012,Antioquia,3599,94.78381935176732,4739190.967588366
2012,Antioquia,3611,19705.90268149171,15296981800.546219
2012,Antioquia,3612,890.1869112794309,935604558.6350819
2012,Antioquia,3613,1474.915116761722,1193033388.9781592
2012,Antioquia,3614,2290.2189052931626,1815410273.7188637
2012,Antioquia,3619,378.90669110417423,315452070.4276511
2012,Antioquia,3691,1437.9997387608616,1711617415.8744206
2012,Antioquia,3693,157.00988668669925,100891344.15542266
2012,Antioquia,3694,1121.42003976829,371809786.9288069
2012,Antioquia,3699,12672.03541665897,5863956639.288745
2012,Antioquia,3710,117.00015781681081,66303989.434786685
2012,Antioquia,3720,1437.4150851170727,281354527.6056259
2012,Antioquia,4010,11160.928643194626,23576361339.21027
2012,Antioquia,4020,1254.1140563887272,780324918.4897028
2012,Antioquia,4100,4118.050307692214,4898758775.321239
2012,Antioquia,4511,564.2790366276774,774275880.9694285
2012,Antioquia,4512,190.95673140920294,244273470.19450963
2012,Antioquia,4521,93341.34942082819,64458569568.83826
2012,Antioquia,4522,9614.689992758402,8116227397.732679
2012,Antioquia,4530,23285.070301342737,25907946674.196377
2012,Antioquia,4541,3365.0184640998,2499216010.0803447
2012,Antioquia,4542,13307.042201190574,10065264140.654503
2012,Antioquia,4543,855.6540477376747,798750022.3821628
2012,Antioquia,4549,768.9167622682318,490997633.2366922
2012,Antioquia,4551,524.0679850731783,1317702535.661386
2012,Antioquia,4552,17335.50157380281,8713510272.028614
2012,Antioquia,4559,4127.597058932023,2691737267.9981036
2012,Antioquia,4560,1534.174722571332,1306163849.040524
2012,Antioquia,5011,4423.386912026439,5224212214.332088
2012,Antioquia,5012,992.1757022034922,1291830496.3236396
2012,Antioquia,5020,34941.03088510122,21948036241.717587
2012,Antioquia,5030,5683.0458057961305,5710009682.104198
2012,Antioquia,5040,13173.315373553374,9811777682.679785
2012,Antioquia,5051,5675.6970736960675,6269371871.225468
2012,Antioquia,5052,293.2510082160865,380128834.9996602
2012,Antioquia,5111,2557.973538329425,3230419714.8120346
2012,Antioquia,5113,103.39632462725992,103396324.62725991
2012,Antioquia,5121,182.85909750019562,199096486.32876444
2012,Antioquia,5122,81.82093883994158,86321090.47613837
2012,Antioquia,5123,87.07000292641165,505006016.97318757
2012,Antioquia,5124,70.5623846927228,57155531.60110547
2012,Antioquia,5125,17260.47648835595,14849570224.174929
2012,Antioquia,5127,2247.3645387748325,1918745290.2194643
2012,Antioquia,5131,1847.7501973516974,2516217603.118471
2012,Antioquia,5132,2664.0218965790846,3559011117.079655
2012,Antioquia,5133,1375.951592791784,1471170996.8979554
2012,Antioquia,5134,1114.1938814213368,1214542217.7894576
2012,Antioquia,5135,4534.670528483944,4003085551.2226815
2012,Antioquia,5136,1060.85950995356,1688580274.12019
2012,Antioquia,5137,1208.9740967371126,1163923235.4522972
2012,Antioquia,5139,7448.457148640981,7567619079.298309
2012,Antioquia,5141,5883.355894515732,7214359625.671231
2012,Antioquia,5142,337.45365684726863,302993451.0598933
2012,Antioquia,5153,1341.4341527619617,1088661628.454532
2012,Antioquia,5154,267.71940348182255,237010054.71665972
2012,Antioquia,5155,10567.279749250312,3465302436.7462015
2012,Antioquia,5159,594.9463976185758,466328374.86879784
2012,Antioquia,5161,1803.9825859482492,2090064780.3315082
2012,Antioquia,5163,954.635513294471,2429548330.7505364
2012,Antioquia,5169,3233.7168198789973,6774853706.959682
2012,Antioquia,5170,7254.44351422789,8330706852.28235
2012,Antioquia,5190,365.3745833350381,328824710.22431624
2012,Antioquia,5211,78385.69245138386,51895843698.18192
2012,Antioquia,5219,10515.115790797228,7191938961.909511
2012,Antioquia,5221,11169.177997176874,5539616587.601409
2012,Antioquia,5222,2223.688149591895,729582831.7420459
2012,Antioquia,5223,11634.800297138014,7549139914.624967
2012,Antioquia,5224,6095.11329325466,1449028307.6364586
2012,Antioquia,5225,13785.876751646798,4606170332.846987
2012,Antioquia,5229,6510.038055054263,2110999520.8584814
2012,Antioquia,5231,11160.019493414124,10075461118.432112
2012,Antioquia,5232,1805.3686211452505,1878239683.100538
2012,Antioquia,5233,32467.836197115612,23776239979.813
2012,Antioquia,5234,7464.330860902827,6490659595.869713
2012,Antioquia,5235,4957.359311546587,3065257180.915506
2012,Antioquia,5236,2189.0975875597705,1616083082.0406861
2012,Antioquia,5237,6249.091091943568,6266815548.749898
2012,Antioquia,5239,25683.541725901647,22011472153.54454
2012,Antioquia,5241,16197.484929858872,12219630389.66689
2012,Antioquia,5242,182.17368910610534,160549349.45032254
2012,Antioquia,5243,2331.585605311701,3751422485.3794203
2012,Antioquia,5244,7454.940049765336,4492472936.197623
2012,Antioquia,5245,277.2891561444396,142661679.3408787
2012,Antioquia,5246,610.5181211114501,1142557025.3445945
2012,Antioquia,5249,1825.8874615288964,2214887727.7318687
2012,Antioquia,5251,508.64133912111674,644480768.0230654
2012,Antioquia,5252,1092.6477098172777,1230241359.6328921
2012,Antioquia,5261,40483.71377447874,8246751812.879813
2012,Antioquia,5262,35748.11886679751,12101748666.930677
2012,Antioquia,5269,1788.4746462867772,1072176704.0265404
2012,Antioquia,5271,12377.332851611232,2435758892.5306263
2012,Antioquia,5272,11005.493405234989,5833926952.509136
2012,Antioquia,5511,8224.490725466469,6983502057.905692
2012,Antioquia,5512,1119.9251698897501,637555983.6700783
2012,Antioquia,5519,3801.9439353624416,1848497019.334892
2012,Antioquia,5521,43115.658381817724,32495485563.15651
2012,Antioquia,5522,8005.718035864434,4820089262.682455
2012,Antioquia,5523,965.7880963520935,475283710.46789503
2012,Antioquia,5524,398.4629163290507,265555204.51286846
2012,Antioquia,5529,55940.10578008748,24285937317.073814
2012,Antioquia,5530,28244.32382576282,15124798105.724047
2012,Antioquia,6021,26447.976287916466,27615813540.23
2012,Antioquia,6022,10738.76895552041,7559288385.361848
2012,Antioquia,6031,43218.859430149314,31928617335.71074
2012,Antioquia,6032,838.5369094626678,790532289.2515783
2012,Antioquia,6039,813.9425035488716,397325463.9986815
2012,Antioquia,6041,16554.098903918293,14673290932.653988
2012,Antioquia,6042,18778.548812664718,19144477461.324337
2012,Antioquia,6043,614.3257898930347,369295758.802884
2012,Antioquia,6044,189.49951698928749,216822396.12181497
2012,Antioquia,6112,920.1902565274212,973252502.5185741
2012,Antioquia,6211,226.2449376610641,897412173.1734725
2012,Antioquia,6212,174.65234342084636,680648030.6114078
2012,Antioquia,6213,390.59558807815284,1238061618.6577873
2012,Antioquia,6310,13452.17770079083,4734574127.671071
2012,Antioquia,6320,1677.5941602887815,1339976702.589776
2012,Antioquia,6331,5806.84453379063,4124542129.889083
2012,Antioquia,6332,92.58733710164346,287020745.0150947
2012,Antioquia,6333,176.6146087705595,195185038.1439607
2012,Antioquia,6339,464.1082807247917,324875796.5073542
2012,Antioquia,6340,2588.91324885987,2846469536.06888
2012,Antioquia,6390,720.6986793457887,852585621.8043932
2012,Antioquia,6411,1999.833434478387,1576406413.770314
2012,Antioquia,6412,10529.121758106732,6568808550.1742115
2012,Antioquia,6421,20426.714639603233,27568858147.340164
2012,Antioquia,6422,4264.622975605698,2955128741.47258
2012,Antioquia,6423,582.8718542871136,719161792.6874803
2012,Antioquia,6424,2133.6320302036215,2680503712.69
2012,Antioquia,6425,285.0960694105177,345125268.1105935
2012,Antioquia,6426,1315.0347909846955,962170391.8111838
2012,Antioquia,6512,16762.46140828532,27052646820.25022
2012,Antioquia,6513,185.18957259264465,201025624.81905124
2012,Antioquia,6514,176.26478557679116,470563970.1951191
2012,Antioquia,6516,555.4899829998114,1490896119.837554
2012,Antioquia,6519,173.44177873544203,132884744.51715729
2012,Antioquia,6591,125.80369415750052,155718163.53472203
2012,Antioquia,6592,160.46440528567427,552449414.5710359
2012,Antioquia,6593,3359.098163063513,4456903065.477838
2012,Antioquia,6596,1347.5265425281973,1510395547.5281615
2012,Antioquia,6599,841.8742468978469,1264454060.6916142
2012,Antioquia,6601,6444.355455483847,10948835258.961021
2012,Antioquia,6602,603.1427630235578,619823575.0605729
2012,Antioquia,6604,1645.2925539212918,2145298930.1117063
2012,Antioquia,6712,181.3919405770206,450908359.82208955
2012,Antioquia,6713,956.6604208087406,2285978275.07623
2012,Antioquia,6715,502.26361509714366,1078930430.823928
2012,Antioquia,6719,116.70570667595051,267653089.62762457
2012,Antioquia,7010,7925.49252237892,13322976621.088022
2012,Antioquia,7020,31337.965021001088,29487720305.850716
2012,Antioquia,7111,307.6489589161274,407949808.72148764
2012,Antioquia,7122,3724.9709945255076,4808749045.399973
2012,Antioquia,7123,54.08155189542861,37857086.326800026
2012,Antioquia,7129,434.71670347942046,706706935.3107907
2012,Antioquia,7130,2043.8188625868354,1863331545.7336993
2012,Antioquia,7210,76.27018021831874,43222311.12972123
2012,Antioquia,7220,8735.313060787135,14864772644.0111
2012,Antioquia,7230,143.18686919272233,160037231.3890857
2012,Antioquia,7250,5003.514800720226,2902430269.227504
2012,Antioquia,7290,171.16084804438782,321395521.0191682
2012,Antioquia,7310,138.39098839987628,477448909.97957313
2012,Antioquia,7320,84.22245818610361,42111229.093051806
2012,Antioquia,7411,10394.633133941163,17420316904.25043
2012,Antioquia,7412,7993.598777211446,16499498499.994947
2012,Antioquia,7413,912.811351296034,1762972002.8180573
2012,Antioquia,7414,4782.140048513153,7875278641.928195
2012,Antioquia,7421,14182.31005237253,27366744204.67305
2012,Antioquia,7422,249.28908699304299,72981052.86557114
2012,Antioquia,7430,7658.75843377573,9005129556.794256
2012,Antioquia,7491,4297.405365836268,4147036572.460656
2012,Antioquia,7492,7626.829458548215,7319998117.772905
2012,Antioquia,7493,26429.576347685965,8525892514.719211
2012,Antioquia,7494,5561.04184378868,3109352034.758099
2012,Antioquia,7495,2472.6559265610235,871545410.5291494
2012,Antioquia,7499,28482.296117753423,25119167151.076363
2012,Antioquia,7511,1215.542836240731,2742001067.7725487
