country,product,value,rca,eci,coi,pci,cog,density,Dpt_name
Amazonas,4721,3280.34505,1,-0.00521297658826069,0.151563131831409,-1.1413960865014,-0.142897573681511,0.265405820112026,Amazonas
Amazonas,4722,94.72278,0,-0.00521297658826069,0.151563131831409,-1.45177182672249,-2.33822116171871,0.226909867591717,Amazonas
Amazonas,4723,983.73077,1,-0.00521297658826069,0.151563131831409,-1.05403652765217,-0.142897573681511,0.288126460107494,Amazonas
Amazonas,4724,292.69298,0,-0.00521297658826069,0.151563131831409,-1.19768030031146,-1.67298627820644,0.274090342207734,Amazonas
Amazonas,4729,181.87771,0,-0.00521297658826069,0.151563131831409,-1.16237220933021,-1.6424809814695,0.263894340591452,Amazonas
Amazonas,4731,258.744,1,-0.00521297658826069,0.151563131831409,-0.846083047784626,-0.142897573681511,0.286603615467497,Amazonas
Amazonas,4741,110.49675,0,-0.00521297658826069,0.151563131831409,0.217749245008652,0.406421365303549,0.226146558853974,Amazonas
Amazonas,4752,448.26629,0,-0.00521297658826069,0.151563131831409,0.0808987429732664,0.00756034017037937,0.253329764490145,Amazonas
Amazonas,4754,417.59466,1,-0.00521297658826069,0.151563131831409,0.523784433285241,-0.142897573681511,0.241480854268808,Amazonas
Amazonas,4755,163.51823,1,-0.00521297658826069,0.151563131831409,-0.271280400998987,-0.142897573681511,0.281060481361786,Amazonas
Amazonas,4759,426.50804,0,-0.00521297658826069,0.151563131831409,-0.034820303482388,-0.0458806048655073,0.242944062250832,Amazonas
Amazonas,4761,190.25135,0,-0.00521297658826069,0.151563131831409,0.441777656329441,0.474962079694086,0.193082250040879,Amazonas
Amazonas,4762,35.52247,0,-0.00521297658826069,0.151563131831409,0.315604640576998,0.845234830369604,0.163498057450862,Amazonas
Amazonas,4771,2447.30065,1,-0.00521297658826069,0.151563131831409,-0.462256156613466,-0.142897573681511,0.296571290092762,Amazonas
Amazonas,4772,366.16385,1,-0.00521297658826069,0.151563131831409,0.0327862297827995,-0.142897573681511,0.254363696738385,Amazonas
Amazonas,4773,997.6431,1,-0.00521297658826069,0.151563131831409,0.0774103564854483,-0.142897573681511,0.258979569677965,Amazonas
Amazonas,4774,242.74909,1,-0.00521297658826069,0.151563131831409,0.288306854023505,-0.142897573681511,0.250006887215827,Amazonas
Amazonas,4781,2149.20919,1,-0.00521297658826069,0.151563131831409,-1.03877258932646,-0.142897573681511,0.296654219751083,Amazonas
Amazonas,4782,246.69912,1,-0.00521297658826069,0.151563131831409,-0.766187432519655,-0.142897573681511,0.232112220428767,Amazonas
Amazonas,4791,65.69306,0,-0.00521297658826069,0.151563131831409,1.37872396518705,2.19719031107006,0.100617636301391,Amazonas
Amazonas,4792,511.69518,0,-0.00521297658826069,0.151563131831409,-0.768327190288598,-1.31291851135847,0.246402132295593,Amazonas
Amazonas,4799,92.67173,0,-0.00521297658826069,0.151563131831409,-0.260473517025913,-0.554915084407319,0.209024283663649,Amazonas
Amazonas,4921,8491.81842,1,-0.00521297658826069,0.151563131831409,-1.52996175449779,-0.142897573681511,0.303191947591605,Amazonas
Amazonas,4922,200.36761,1,-0.00521297658826069,0.151563131831409,-0.37091528831846,-0.142897573681511,0.286358408201359,Amazonas
Amazonas,4923,572.29716,0,-0.00521297658826069,0.151563131831409,0.0861740478455795,0.0478966818194912,0.213237476237074,Amazonas
Amazonas,5021,641.28817,1,-0.00521297658826069,0.151563131831409,-1.39249342669733,-0.142897573681511,0.320342254547803,Amazonas
Amazonas,5111,71.79732,1,-0.00521297658826069,0.151563131831409,0.400755196323211,-0.142897573681511,0.242057525141253,Amazonas
Amazonas,5112,50.77905,1,-0.00521297658826069,0.151563131831409,-0.111012672246836,-0.142897573681511,0.265387070229663,Amazonas
Amazonas,5221,150.3428,0,-0.00521297658826069,0.151563131831409,0.540120044664185,0.723474753831721,0.165788702874779,Amazonas
Amazonas,5223,425.31552,1,-0.00521297658826069,0.151563131831409,-0.597509687544451,-0.142897573681511,0.29544567651756,Amazonas
Amazonas,5224,1711.69276,1,-0.00521297658826069,0.151563131831409,-1.41429779731984,-0.142897573681511,0.283322488359198,Amazonas
Amazonas,5229,70.86431,0,-0.00521297658826069,0.151563131831409,0.499190727012612,1.10737958760716,0.14897365730622,Amazonas
Amazonas,5310,44.80897,1,-0.00521297658826069,0.151563131831409,-0.0232836284301747,-0.142897573681511,0.228213758335792,Amazonas
Amazonas,5320,241.95225,0,-0.00521297658826069,0.151563131831409,0.399640786087989,0.769019083804902,0.14693810659938,Amazonas
Amazonas,5511,2340.89326,1,-0.00521297658826069,0.151563131831409,-0.624257663723838,-0.142897573681511,0.302529011657174,Amazonas
Amazonas,5611,2130.79883,0,-0.00521297658826069,0.151563131831409,0.313631394345861,0.142337706743291,0.235733273561309,Amazonas
Amazonas,5613,521.12477,1,-0.00521297658826069,0.151563131831409,0.00692734156857739,-0.142897573681511,0.292153450748201,Amazonas
Amazonas,5619,2966.5182,1,-0.00521297658826069,0.151563131831409,-1.36708504329005,-0.142897573681511,0.297194357125755,Amazonas
Amazonas,5630,473.95991,1,-0.00521297658826069,0.151563131831409,-0.575877632944376,-0.142897573681511,0.305488971688121,Amazonas
Amazonas,6120,31.21963,0,-0.00521297658826069,0.151563131831409,0.225802183538717,0.216067254431788,0.202519798590283,Amazonas
Amazonas,6190,158.74673,0,-0.00521297658826069,0.151563131831409,-0.0411493750505657,-0.160051998260243,0.203708353486205,Amazonas
Amazonas,6311,64.84802,1,-0.00521297658826069,0.151563131831409,0.427996368046113,-0.142897573681511,0.203762346371486,Amazonas
Amazonas,6411,186.27491,1,-0.00521297658826069,0.151563131831409,0.445418967552611,-0.142897573681511,0.219182147925924,Amazonas
Amazonas,6412,294.31698,0,-0.00521297658826069,0.151563131831409,1.93659964129899,2.63902656736957,0.0883274262118466,Amazonas
Amazonas,6422,85.61905,1,-0.00521297658826069,0.151563131831409,-0.180646994261855,-0.142897573681511,0.226638013491353,Amazonas
Amazonas,6523,232.41386,1,-0.00521297658826069,0.151563131831409,0.226430020604057,-0.142897573681511,0.285237980234329,Amazonas
Amazonas,6615,95.37476,1,-0.00521297658826069,0.151563131831409,-0.323584721088008,-0.142897573681511,0.236491875199513,Amazonas
Amazonas,6820,49.63802,0,-0.00521297658826069,0.151563131831409,1.0971647500379,1.70611052569666,0.129507636613886,Amazonas
Amazonas,6910,367.64802,0,-0.00521297658826069,0.151563131831409,0.535342809588693,0.76687979223701,0.191536319122432,Amazonas
Amazonas,6920,206.17194,0,-0.00521297658826069,0.151563131831409,0.538598684428383,1.0128249283143,0.169930378655011,Amazonas
Amazonas,7010,145.8623,1,-0.00521297658826069,0.151563131831409,0.309234168687002,-0.142897573681511,0.250431745829669,Amazonas
Amazonas,7020,60.87828,0,-0.00521297658826069,0.151563131831409,1.50409184919551,2.34813733961429,0.10971125146283,Amazonas
Amazonas,7310,238.09144,0,-0.00521297658826069,0.151563131831409,1.14675838811483,1.88726102263354,0.11578168185838,Amazonas
Amazonas,7490,108.5662,0,-0.00521297658826069,0.151563131831409,0.407263455981119,0.805843107359854,0.179017365959726,Amazonas
Amazonas,7500,159.50671,1,-0.00521297658826069,0.151563131831409,0.308020987999178,-0.142897573681511,0.236811345804949,Amazonas
Amazonas,7730,41.04819,0,-0.00521297658826069,0.151563131831409,0.564518796418708,0.698892072534437,0.192717827044603,Amazonas
Amazonas,7911,683.64724,1,-0.00521297658826069,0.151563131831409,0.201034073846933,-0.142897573681511,0.256160815633676,Amazonas
Amazonas,7990,60.61427,1,-0.00521297658826069,0.151563131831409,-0.317570622932166,-0.142897573681511,0.274741942489729,Amazonas
Amazonas,8010,367.67659,0,-0.00521297658826069,0.151563131831409,0.855427579944845,1.27032680462815,0.172791702686625,Amazonas
Amazonas,8020,108.1034,1,-0.00521297658826069,0.151563131831409,0.286428485432015,-0.142897573681511,0.243027254940647,Amazonas
Amazonas,8121,1608.57414,0,-0.00521297658826069,0.151563131831409,-0.282831566355706,-0.593635147685297,0.24100268856405,Amazonas
Amazonas,8130,1255.69838,1,-0.00521297658826069,0.151563131831409,0.330135110300279,-0.142897573681511,0.207120636801887,Amazonas
Amazonas,8219,41.47937,0,-0.00521297658826069,0.151563131831409,-1.34427467156337,-1.82382285774339,0.188280376835829,Amazonas
Amazonas,8299,44.39246,0,-0.00521297658826069,0.151563131831409,0.0572587459695375,0.470560986591778,0.166006101304635,Amazonas
Amazonas,8412,6170.00808,1,-0.00521297658826069,0.151563131831409,-0.380737661780242,-0.142897573681511,0.296154483978552,Amazonas
Amazonas,8413,1836.94395,1,-0.00521297658826069,0.151563131831409,-0.402516819164401,-0.142897573681511,0.326561720657554,Amazonas
Amazonas,8414,439.51989,1,-0.00521297658826069,0.151563131831409,-0.0955792820319616,-0.142897573681511,0.312511350149133,Amazonas
Amazonas,8415,521.78829,1,-0.00521297658826069,0.151563131831409,-0.451591733530513,-0.142897573681511,0.331548111996731,Amazonas
Amazonas,8422,1561.26558,1,-0.00521297658826069,0.151563131831409,-0.317099435761779,-0.142897573681511,0.308601526471213,Amazonas
Amazonas,8423,1804.62167,1,-0.00521297658826069,0.151563131831409,-0.0569369030040375,-0.142897573681511,0.295110237408356,Amazonas
Amazonas,8424,742.6742,1,-0.00521297658826069,0.151563131831409,-0.305215015764043,-0.142897573681511,0.315568067204584,Amazonas
Amazonas,8511,192.40285,1,-0.00521297658826069,0.151563131831409,-1.33491473765721,-0.142897573681511,0.343567923732839,Amazonas
Amazonas,8513,1271.0896,1,-0.00521297658826069,0.151563131831409,-0.981426225888197,-0.142897573681511,0.261074345901845,Amazonas
Amazonas,8530,3656.52203,1,-0.00521297658826069,0.151563131831409,-1.01193588403208,-0.142897573681511,0.281754803636599,Amazonas
Amazonas,8541,57.26551,1,-0.00521297658826069,0.151563131831409,-0.55039042639318,-0.142897573681511,0.289286154013426,Amazonas
Amazonas,8544,300.41196,0,-0.00521297658826069,0.151563131831409,0.892397526789508,1.40194724546941,0.149834717947604,Amazonas
Amazonas,8551,854.39041,1,-0.00521297658826069,0.151563131831409,-0.288869500398859,-0.142897573681511,0.296593216274372,Amazonas
Amazonas,8559,237.92584,0,-0.00521297658826069,0.151563131831409,-0.452421048245277,-0.395257716909659,0.181397102397285,Amazonas
Amazonas,8610,2969.35662,1,-0.00521297658826069,0.151563131831409,-0.443331257747488,-0.142897573681511,0.298949902081819,Amazonas
Amazonas,8621,806.69901,0,-0.00521297658826069,0.151563131831409,0.261788554999358,0.439393251286726,0.196600588637338,Amazonas
Amazonas,8622,93.01257,0,-0.00521297658826069,0.151563131831409,0.683847517367157,1.05342478082451,0.186958823275517,Amazonas
Amazonas,8692,150.83686,1,-0.00521297658826069,0.151563131831409,0.460546215465786,-0.142897573681511,0.222370976831496,Amazonas
Amazonas,8891,308.04403,0,-0.00521297658826069,0.151563131831409,-1.59063446117214,-2.13983201289881,0.27128401539755,Amazonas
Amazonas,8899,215.21808,1,-0.00521297658826069,0.151563131831409,-1.13933112951911,-0.142897573681511,0.312057126055385,Amazonas
Amazonas,9007,140.1728,1,-0.00521297658826069,0.151563131831409,-0.359177140512778,-0.142897573681511,0.228727675320054,Amazonas
Amazonas,9008,47.55384,1,-0.00521297658826069,0.151563131831409,-1.04978200199125,-0.142897573681511,0.283849489570805,Amazonas
Amazonas,9101,52.1224,1,-0.00521297658826069,0.151563131831409,0.243179863723167,-0.142897573681511,0.223829734017392,Amazonas
Amazonas,9200,278.85495,0,-0.00521297658826069,0.151563131831409,-0.735530472577766,-1.19376100450605,0.21345304160345,Amazonas
Amazonas,9319,51.31024,1,-0.00521297658826069,0.151563131831409,-0.220956609013013,-0.142897573681511,0.269558551925237,Amazonas
Amazonas,9491,480.32878,1,-0.00521297658826069,0.151563131831409,-0.916287525113328,-0.142897573681511,0.279477768950579,Amazonas
Amazonas,9492,126.23802,1,-0.00521297658826069,0.151563131831409,-0.475911723009751,-0.142897573681511,0.268460954557988,Amazonas
Amazonas,9499,371.09975,1,-0.00521297658826069,0.151563131831409,-0.596498228906796,-0.142897573681511,0.296656787446814,Amazonas
Amazonas,9511,197.58383,1,-0.00521297658826069,0.151563131831409,-0.0153697978554793,-0.142897573681511,0.238557198030451,Amazonas
Amazonas,9512,41.04819,0,-0.00521297658826069,0.151563131831409,-0.532298220582751,-0.907547014303449,0.210311894368031,Amazonas
Amazonas,9521,78.67093,1,-0.00521297658826069,0.151563131831409,-0.0478307044432154,-0.142897573681511,0.238695454247689,Amazonas
Amazonas,9522,420.30265,1,-0.00521297658826069,0.151563131831409,-0.915929018992594,-0.142897573681511,0.307598213423629,Amazonas
Amazonas,9529,159.83032,0,-0.00521297658826069,0.151563131831409,-0.549024794289694,-1.09662015324224,0.239412123783314,Amazonas
Amazonas,9601,340.01923,1,-0.00521297658826069,0.151563131831409,-1.57314945227466,-0.142897573681511,0.291238633303153,Amazonas
Amazonas,9602,1503.83852,1,-0.00521297658826069,0.151563131831409,-0.632913084495194,-0.142897573681511,0.273636061950926,Amazonas
Amazonas,9603,107.03552,1,-0.00521297658826069,0.151563131831409,-0.131484365566518,-0.142897573681511,0.227764147572707,Amazonas
Amazonas,9609,147.8452,0,-0.00521297658826069,0.151563131831409,0.331029663473664,0.619951935862176,0.180041408117391,Amazonas
Amazonas,9700,805.6741,0,-0.00521297658826069,0.151563131831409,-0.932197937020552,-1.50687409904599,0.261298708027488,Amazonas
Amazonas,9900,62.41539,1,-0.00521297658826069,0.151563131831409,-0.439229037152898,-0.142897573681511,0.310083694429635,Amazonas
Antioquia,0,1259.4374,0,1.45097033776454,-1.59371834201335,0.0599919786147816,-0.67751790531588,0.470251793181345,Antioquia
Antioquia,111,158854.1076,0,1.45097033776454,-1.59371834201335,-1.70283190314868,-2.95192299427948,0.391083024729398,Antioquia
Antioquia,112,47001.15,0,1.45097033776454,-1.59371834201335,-1.36046420976419,-2.3281399471438,0.415602039895997,Antioquia
Antioquia,113,258072.2853,0,1.45097033776454,-1.59371834201335,-1.70185793031891,-2.84895477315838,0.390701701666419,Antioquia
Antioquia,119,21486.455,1,1.45097033776454,-1.59371834201335,-0.972530614892182,-0.142897573681511,0.522765749932371,Antioquia
Antioquia,121,226081.93081,0,1.45097033776454,-1.59371834201335,-0.320653328530151,-1.3206074871043,0.453380082535417,Antioquia
Antioquia,122,329384.4207,1,1.45097033776454,-1.59371834201335,-0.844862674675301,-0.142897573681511,0.561113661638487,Antioquia
Antioquia,123,916646.952,1,1.45097033776454,-1.59371834201335,-0.40347316245671,-0.142897573681511,0.584880375216576,Antioquia
Antioquia,124,221578.7252,1,1.45097033776454,-1.59371834201335,0.460157495220206,-0.142897573681511,0.545254112040818,Antioquia
Antioquia,125,197571.38436,1,1.45097033776454,-1.59371834201335,1.84376340472791,-0.142897573681511,0.739922896075297,Antioquia
Antioquia,126,2203.419,0,1.45097033776454,-1.59371834201335,-1.57267865691294,-2.35862950407949,0.390459778696877,Antioquia
Antioquia,127,57064.516,0,1.45097033776454,-1.59371834201335,-1.12272464496995,-1.74075311052263,0.402304739305775,Antioquia
Antioquia,128,25031.3257,0,1.45097033776454,-1.59371834201335,-1.4819016735374,-1.82878270806018,0.430075689673965,Antioquia
Antioquia,129,2924.419,0,1.45097033776454,-1.59371834201335,-0.838557164291701,-1.43245764252537,0.439839687379833,Antioquia
Antioquia,130,20013.8692,1,1.45097033776454,-1.59371834201335,0.224326634085614,-0.142897573681511,0.589868201864936,Antioquia
Antioquia,141,449042.2483,0,1.45097033776454,-1.59371834201335,-1.75553208866544,-2.96639787461367,0.399899271990873,Antioquia
Antioquia,142,21095.55558,1,1.45097033776454,-1.59371834201335,-0.169508974669711,-0.142897573681511,0.54593588437045,Antioquia
Antioquia,143,3874.844,0,1.45097033776454,-1.59371834201335,-4.18797557163999,-4.55414520975688,0.217724006232449,Antioquia
Antioquia,144,26267.9653,0,1.45097033776454,-1.59371834201335,-1.56619429573116,-2.77762615137947,0.429359798998941,Antioquia
Antioquia,145,91933.8752,0,1.45097033776454,-1.59371834201335,-0.507016630350233,-1.35935022327216,0.443813114880519,Antioquia
Antioquia,149,6022.1854,0,1.45097033776454,-1.59371834201335,-4.79218115179162,-3.69546325259564,0.151968784311207,Antioquia
Antioquia,150,16222.5891,0,1.45097033776454,-1.59371834201335,-1.0754149787007,-1.66847438979436,0.412196589336408,Antioquia
Antioquia,161,308911.0218,0,1.45097033776454,-1.59371834201335,-1.88864554914803,-2.63563868408203,0.383336674697429,Antioquia
Antioquia,162,18952.6149,1,1.45097033776454,-1.59371834201335,-0.843433598149633,-0.142897573681511,0.496163946479982,Antioquia
Antioquia,163,1161.515,0,1.45097033776454,-1.59371834201335,-0.878007950721683,-1.40289620643025,0.437513046207501,Antioquia
Antioquia,210,17586.1031,1,1.45097033776454,-1.59371834201335,-1.17610584767222,-0.142897573681511,0.523355921142323,Antioquia
Antioquia,220,19794.7382,0,1.45097033776454,-1.59371834201335,-2.42674517439985,-3.3984596672567,0.373351554530999,Antioquia
Antioquia,312,13096.796,0,1.45097033776454,-1.59371834201335,-2.49210050381783,-3.39544470125642,0.37668373165514,Antioquia
Antioquia,321,650.9657,0,1.45097033776454,-1.59371834201335,-1.30847586133288,-1.99722080782188,0.424851614353395,Antioquia
Antioquia,322,9103.978,0,1.45097033776454,-1.59371834201335,-0.989531396311176,-1.45387304470818,0.427926046268821,Antioquia
Antioquia,510,26562.473,0,1.45097033776454,-1.59371834201335,-0.969801552409087,-1.84312818511617,0.401384247780409,Antioquia
Antioquia,610,3937.8227,0,1.45097033776454,-1.59371834201335,-0.0398255039816392,-0.565997929955522,0.43929686786546,Antioquia
Antioquia,722,480651.1548,1,1.45097033776454,-1.59371834201335,-1.53637292870532,-0.142897573681511,0.662802398117104,Antioquia
Antioquia,729,933.0931,0,1.45097033776454,-1.59371834201335,-1.07378142396724,-0.720576724211232,0.462638702423501,Antioquia
Antioquia,811,32089.4086,0,1.45097033776454,-1.59371834201335,-0.380423091688682,-1.10922063499141,0.455023575561274,Antioquia
Antioquia,1011,71573.84608,1,1.45097033776454,-1.59371834201335,-0.115891371608374,-0.142897573681511,0.551623699984565,Antioquia
Antioquia,1012,1175.1705,0,1.45097033776454,-1.59371834201335,-1.7533287321856,-2.28442647549632,0.403818718621099,Antioquia
Antioquia,1020,23920.5251,1,1.45097033776454,-1.59371834201335,0.670289731249798,-0.142897573681511,0.538722326022978,Antioquia
Antioquia,1030,688.8937,0,1.45097033776454,-1.59371834201335,-0.0592842760965628,-0.8498358084794,0.436059347009542,Antioquia
Antioquia,1040,121958.12705,1,1.45097033776454,-1.59371834201335,-0.376037574638351,-0.142897573681511,0.524895037766456,Antioquia
Antioquia,1051,11726.92319,0,1.45097033776454,-1.59371834201335,0.161368996525852,-0.520798713167313,0.459530701448736,Antioquia
Antioquia,1061,2329.328,0,1.45097033776454,-1.59371834201335,0.164518075385271,-0.272010605224747,0.49374978161576,Antioquia
Antioquia,1062,1441.891,0,1.45097033776454,-1.59371834201335,1.05783121747888,0.430912147562102,0.483380376930156,Antioquia
Antioquia,1071,911.1311,0,1.45097033776454,-1.59371834201335,0.0481565492558955,-0.0956130795576665,0.482773404887436,Antioquia
Antioquia,1072,90487.56,1,1.45097033776454,-1.59371834201335,-1.35979198888834,-0.142897573681511,0.626645872581205,Antioquia
Antioquia,1081,302856.1233,1,1.45097033776454,-1.59371834201335,-0.453158921089399,-0.142897573681511,0.543006320754094,Antioquia
Antioquia,1082,37171.41885,1,1.45097033776454,-1.59371834201335,0.123962913706166,-0.142897573681511,0.608477889698007,Antioquia
Antioquia,1083,1208.2226,0,1.45097033776454,-1.59371834201335,0.964124338913562,0.369080904409343,0.46194246084529,Antioquia
Antioquia,1084,7003.6149,0,1.45097033776454,-1.59371834201335,-0.430575635102588,-1.54679340720584,0.452189886712432,Antioquia
Antioquia,1089,160402.62418,1,1.45097033776454,-1.59371834201335,1.33037484746299,-0.142897573681511,0.580683950514099,Antioquia
Antioquia,1090,31496.3275,1,1.45097033776454,-1.59371834201335,0.976680501042208,-0.142897573681511,0.595024492339072,Antioquia
Antioquia,1101,13829.1974,1,1.45097033776454,-1.59371834201335,-0.744920890944844,-0.142897573681511,0.588573613283785,Antioquia
Antioquia,1102,942.3793,0,1.45097033776454,-1.59371834201335,-1.1992755013299,-2.21925418841851,0.444696770870999,Antioquia
Antioquia,1103,14843.157,1,1.45097033776454,-1.59371834201335,-0.291397652236967,-0.142897573681511,0.526208954651466,Antioquia
Antioquia,1104,56266.1637,1,1.45097033776454,-1.59371834201335,-0.472023467659138,-0.142897573681511,0.504706038485732,Antioquia
Antioquia,1200,2029.9677,0,1.45097033776454,-1.59371834201335,-0.801787326478752,-1.20097506345888,0.44550956045844,Antioquia
Antioquia,1311,14310.7554,1,1.45097033776454,-1.59371834201335,0.140892059374478,-0.142897573681511,0.610579315208907,Antioquia
Antioquia,1312,29804.0407,1,1.45097033776454,-1.59371834201335,1.93659964129899,-0.142897573681511,0.636751779574191,Antioquia
Antioquia,1313,73414.2362,1,1.45097033776454,-1.59371834201335,0.679893599594744,-0.142897573681511,0.643780346879,Antioquia
Antioquia,1391,5216.9396,0,1.45097033776454,-1.59371834201335,-1.95748147082691,-2.94083607007417,0.410012740573876,Antioquia
Antioquia,1392,28325.0688,1,1.45097033776454,-1.59371834201335,-0.12165568624793,-0.142897573681511,0.540713725823423,Antioquia
Antioquia,1394,9843.534,0,1.45097033776454,-1.59371834201335,-2.64130581736261,-3.39315293836697,0.342449259804042,Antioquia
Antioquia,1399,12021.4114,1,1.45097033776454,-1.59371834201335,-0.807706845118867,-0.142897573681511,0.540579326290185,Antioquia
Antioquia,1410,1112592.38644,1,1.45097033776454,-1.59371834201335,1.19982706564655,-0.142897573681511,0.613860286640103,Antioquia
Antioquia,1420,1826.8429,1,1.45097033776454,-1.59371834201335,-0.311785142817559,-0.142897573681511,0.632913117308911,Antioquia
Antioquia,1430,3359.2552,0,1.45097033776454,-1.59371834201335,-1.25840230593745,-2.30838848748462,0.431114831345035,Antioquia
Antioquia,1512,24808.6595,1,1.45097033776454,-1.59371834201335,-1.02988081159801,-0.142897573681511,0.555410115042168,Antioquia
Antioquia,1513,7396.4588,0,1.45097033776454,-1.59371834201335,-3.60216033392128,-4.35005690188888,0.279715678537531,Antioquia
