fecha,clae3,total_fob
2011-03-01,960,1011463
2011-03-01,999,2282771
2011-04-01,11,37935268
2011-04-01,12,51331832
2011-04-01,13,6323046
2011-04-01,14,13484076
2011-04-01,16,655069
2011-04-01,17,-99
2011-04-01,21,-99
2011-04-01,22,530529
2011-04-01,31,52600760
2011-04-01,51,-99
2011-04-01,61,474945600
2011-04-01,62,23240552
2011-04-01,71,-99
2011-04-01,72,348921728
2011-04-01,81,3211465
2011-04-01,89,7920217
2011-04-01,91,7302009
2011-04-01,99,-99
2011-04-01,101,161006496
2011-04-01,102,39104144
2011-04-01,103,79713976
2011-04-01,104,2196911616
2011-04-01,105,100679872
2011-04-01,106,57519204
2011-04-01,107,119541528
2011-04-01,108,9008340
2011-04-01,109,840635
2011-04-01,110,83360272
2011-04-01,120,13848173
2011-04-01,131,49601968
2011-04-01,139,15844415
2011-04-01,141,4419442
2011-04-01,142,113459
2011-04-01,143,929014
2011-04-01,151,81576616
2011-04-01,152,3579277
2011-04-01,161,1351835
2011-04-01,162,7999491
2011-04-01,170,68148464
2011-04-01,181,4214154
2011-04-01,182,-99
2011-04-01,191,283853
2011-04-01,192,86070768
2011-04-01,201,89230880
2011-04-01,202,151564544
2011-04-01,203,616682
2011-04-01,210,80212864
2011-04-01,221,26741168
2011-04-01,222,61849320
2011-04-01,231,3963130
2011-04-01,239,14664278
2011-04-01,241,118067200
2011-04-01,242,119281080
2011-04-01,243,6350815
2011-04-01,251,6451759
2011-04-01,252,-99
2011-04-01,259,27482576
2011-04-01,261,171803
2011-04-01,262,179912
2011-04-01,263,132412
2011-04-01,264,1442607
2011-04-01,265,3082986
2011-04-01,266,5504624
2011-04-01,267,257801
2011-04-01,271,12139244
2011-04-01,272,2566398
2011-04-01,273,4954393
2011-04-01,274,1046024
2011-04-01,275,5419892
2011-04-01,279,3180284
2011-04-01,281,41383492
2011-04-01,282,46086976
2011-04-01,291,816570816
2011-04-01,292,4026775
2011-04-01,293,63535232
2011-04-01,301,14811207
2011-04-01,302,-99
2011-04-01,303,130922
2011-04-01,309,141664
2011-04-01,310,4576641
2011-04-01,321,278930
2011-04-01,322,136968
2011-04-01,323,148457
2011-04-01,324,164362
2011-04-01,329,19007720
2011-04-01,331,1203936
2011-04-01,332,-99
2011-04-01,351,3461214
2011-04-01,352,-99
2011-04-01,381,-99
2011-04-01,382,812848
2011-04-01,410,4369216
2011-04-01,421,81478
2011-04-01,422,5228486
2011-04-01,429,3931649
2011-04-01,431,-99
2011-04-01,432,345170
2011-04-01,433,-99
2011-04-01,439,172488
2011-04-01,451,174248
2011-04-01,452,195125
2011-04-01,453,3934391
2011-04-01,454,394185
2011-04-01,461,80611464
2011-04-01,462,654503744
2011-04-01,463,112983664
2011-04-01,464,14122834
2011-04-01,465,8989829
2011-04-01,466,18884568
2011-04-01,469,21322698
2011-04-01,471,8703876
2011-04-01,472,922986
2011-04-01,473,89558
2011-04-01,474,49795
2011-04-01,475,633991
2011-04-01,476,463250
2011-04-01,477,4240470
2011-04-01,478,-99
2011-04-01,492,2602504
2011-04-01,493,-99
2011-04-01,501,88866
2011-04-01,511,101363200
2011-04-01,512,-99
2011-04-01,522,7710360
2011-04-01,523,1408294
2011-04-01,524,1135841
2011-04-01,551,-99
2011-04-01,561,77464
2011-04-01,581,2602975
2011-04-01,591,581504
2011-04-01,602,161818
2011-04-01,612,-99
2011-04-01,619,-99
2011-04-01,620,584196
2011-04-01,649,-99
2011-04-01,681,9362266
2011-04-01,691,-99
2011-04-01,692,-99
2011-04-01,702,1908173
2011-04-01,711,900088
2011-04-01,712,-99
2011-04-01,721,352875
2011-04-01,731,-99
2011-04-01,749,-99
2011-04-01,750,-99
2011-04-01,771,-99
2011-04-01,773,4511169
2011-04-01,774,-99
2011-04-01,812,-99
2011-04-01,821,-99
2011-04-01,823,-99
2011-04-01,829,7132252
2011-04-01,851,-99
2011-04-01,854,-99
2011-04-01,863,-99
2011-04-01,869,-99
2011-04-01,939,-99
2011-04-01,941,-99
2011-04-01,949,1161777
2011-04-01,951,-99
2011-04-01,960,853603
2011-04-01,999,3485594
2011-05-01,11,35117792
2011-05-01,12,55461592
2011-05-01,13,5658416
2011-05-01,14,13826430
2011-05-01,16,880081
2011-05-01,17,278223
2011-05-01,21,182741
2011-05-01,22,666305
2011-05-01,31,64746492
2011-05-01,32,-99
2011-05-01,51,-99
2011-05-01,61,126590528
2011-05-01,62,16711365
2011-05-01,72,332250144
2011-05-01,81,2996986
2011-05-01,89,7953243
2011-05-01,91,7778504
2011-05-01,99,85069
2011-05-01,101,172193712
2011-05-01,102,50923984
2011-05-01,103,124695264
2011-05-01,104,2691124224
2011-05-01,105,104018464
2011-05-01,106,74513688
2011-05-01,107,120943152
2011-05-01,108,8200055
2011-05-01,109,1042547
2011-05-01,110,86557192
2011-05-01,120,10972629
2011-05-01,131,44561092
2011-05-01,139,16912392
2011-05-01,141,5794685
2011-05-01,142,81137
2011-05-01,143,1220200
2011-05-01,151,83679936
2011-05-01,152,5073519
2011-05-01,161,1717350
2011-05-01,162,9396645
2011-05-01,170,70289520
2011-05-01,181,4338978
2011-05-01,182,-99
2011-05-01,191,210948
2011-05-01,192,68423648
2011-05-01,201,146338720
2011-05-01,202,167973360
2011-05-01,203,-99
2011-05-01,210,73703224
2011-05-01,221,31060354
2011-05-01,222,61529432
2011-05-01,231,4032136
2011-05-01,239,17931480
2011-05-01,241,160677856
2011-05-01,242,43782072
2011-05-01,243,6930565
2011-05-01,251,6522984
2011-05-01,252,1916917
2011-05-01,259,32379176
2011-05-01,261,272272
2011-05-01,262,424406
2011-05-01,263,595368
2011-05-01,264,799939
2011-05-01,265,2837539
2011-05-01,266,4236368
2011-05-01,267,329821
2011-05-01,271,14782060
2011-05-01,272,2393208
2011-05-01,273,6849739
2011-05-01,274,1307925
2011-05-01,275,7103317
2011-05-01,279,3726047
2011-05-01,281,37657872
2011-05-01,282,48925872
2011-05-01,291,857706944
2011-05-01,292,4362661
2011-05-01,293,66711428
2011-05-01,301,10250786
2011-05-01,302,-99
2011-05-01,303,235247
2011-05-01,309,90606
2011-05-01,310,3743705
2011-05-01,321,200827
2011-05-01,322,181049
2011-05-01,323,355084
2011-05-01,324,179013
2011-05-01,329,23698000
2011-05-01,331,4104431
2011-05-01,332,-99
2011-05-01,351,2991055
2011-05-01,352,-99
2011-05-01,382,283418
2011-05-01,410,399325
2011-05-01,421,53872
2011-05-01,422,1232197
2011-05-01,429,6360768
2011-05-01,432,525122
2011-05-01,433,-99
2011-05-01,439,347368
2011-05-01,451,181348
2011-05-01,452,136059
2011-05-01,453,3698043
2011-05-01,454,568971
2011-05-01,461,119642736
2011-05-01,462,1038170560
2011-05-01,463,105401520
2011-05-01,464,16204731
2011-05-01,465,8950750
2011-05-01,466,20813300
2011-05-01,469,18765012
2011-05-01,471,12489701
2011-05-01,472,1688411
2011-05-01,473,63957
2011-05-01,474,68529
2011-05-01,475,723319
2011-05-01,476,517471
2011-05-01,477,5208316
2011-05-01,492,2307936
2011-05-01,493,-99
2011-05-01,501,-99
2011-05-01,502,-99
2011-05-01,511,-99
2011-05-01,512,56406
2011-05-01,521,-99
2011-05-01,522,7030185
2011-05-01,523,3026229
2011-05-01,524,18151780
2011-05-01,530,-99
2011-05-01,561,726498
2011-05-01,581,2450042
2011-05-01,591,1030002
2011-05-01,602,173760
2011-05-01,612,-99
2011-05-01,619,33415
2011-05-01,620,880073
2011-05-01,641,-99
2011-05-01,649,-99
2011-05-01,681,5980348
2011-05-01,682,-99
2011-05-01,692,-99
2011-05-01,702,2443445
2011-05-01,711,3554306
2011-05-01,712,-99
2011-05-01,721,345334
2011-05-01,731,-99
2011-05-01,741,-99
2011-05-01,749,33485
2011-05-01,771,-99
2011-05-01,773,4282895
2011-05-01,774,-99
2011-05-01,791,-99
2011-05-01,812,-99
2011-05-01,821,919173
2011-05-01,823,-99
2011-05-01,829,6286063
2011-05-01,854,-99
2011-05-01,863,-99
2011-05-01,869,112631
2011-05-01,900,-99
2011-05-01,920,-99
2011-05-01,939,-99
2011-05-01,941,-99
2011-05-01,949,874357
2011-05-01,951,-99
2011-05-01,952,-99
2011-05-01,960,586222
2011-05-01,999,2984806
2011-06-01,11,25851292
2011-06-01,12,45461928
2011-06-01,13,5271122
2011-06-01,14,7492157
2011-06-01,16,839017
2011-06-01,17,-99
2011-06-01,21,-99
2011-06-01,22,581295
2011-06-01,31,40364304
2011-06-01,51,-99
2011-06-01,61,227544640
2011-06-01,62,16852980
2011-06-01,72,452040864
2011-06-01,81,2409178
2011-06-01,89,7143960
2011-06-01,91,7007507
2011-06-01,99,-99
2011-06-01,101,156987952
2011-06-01,102,38671148
2011-06-01,103,137857168
2011-06-01,104,2415324672
2011-06-01,105,130688992
2011-06-01,106,72791768
2011-06-01,107,123029800
2011-06-01,108,6558925
2011-06-01,109,2093176
2011-06-01,110,76665832
2011-06-01,120,15659639
2011-06-01,131,55576552
2011-06-01,139,16422621
2011-06-01,141,4304368
2011-06-01,142,203001
2011-06-01,143,840782
2011-06-01,151,83212176
2011-06-01,152,2216707
2011-06-01,161,1319677
2011-06-01,162,9098257
2011-06-01,170,64563024
2011-06-01,181,4644944
2011-06-01,182,-99
2011-06-01,191,200722
2011-06-01,192,57480772
2011-06-01,201,57422800
2011-06-01,202,138809360
2011-06-01,203,-99
2011-06-01,210,80305256
2011-06-01,221,28737096
2011-06-01,222,59116096
2011-06-01,231,3315516
2011-06-01,239,17688028
2011-06-01,241,243472880
2011-06-01,242,72255592
2011-06-01,243,6112804
2011-06-01,251,8511535
2011-06-01,252,-99
2011-06-01,259,31609184
2011-06-01,261,271771
2011-06-01,262,386780
2011-06-01,263,689222
2011-06-01,264,1215937
2011-06-01,265,4136533
2011-06-01,266,4232087
2011-06-01,267,300754
2011-06-01,271,16767027
2011-06-01,272,2220375
2011-06-01,273,6131349
2011-06-01,274,1004330
2011-06-01,275,4282736
2011-06-01,279,3878868
2011-06-01,281,38769224
2011-06-01,282,43929080
2011-06-01,291,1022873088
2011-06-01,292,2117114
2011-06-01,293,65033600
2011-06-01,301,6485255
2011-06-01,302,-99
2011-06-01,303,1398512
2011-06-01,309,-99
2011-06-01,310,3775892
2011-06-01,321,-99
2011-06-01,322,129073
2011-06-01,323,262823
2011-06-01,324,155295
2011-06-01,329,28784242
2011-06-01,331,5860577
2011-06-01,332,-99
2011-06-01,351,1271322
2011-06-01,352,-99
2011-06-01,382,386924
2011-06-01,410,876302
2011-06-01,421,272549
2011-06-01,422,2550723
2011-06-01,429,10029819
2011-06-01,431,-99
2011-06-01,432,202469
2011-06-01,433,-99
2011-06-01,439,388010
2011-06-01,451,360321
2011-06-01,452,107074
2011-06-01,453,4103380
2011-06-01,454,-99
2011-06-01,461,133300224
2011-06-01,462,995293376
2011-06-01,463,95441680
2011-06-01,464,19225680
2011-06-01,465,8050831
2011-06-01,466,22726942
2011-06-01,469,21278396
2011-06-01,471,12840445
2011-06-01,472,2047978
2011-06-01,473,-99
2011-06-01,474,-99
2011-06-01,475,440687
2011-06-01,476,636966
2011-06-01,477,4831385
2011-06-01,479,-99
2011-06-01,491,-99
2011-06-01,492,2029249
2011-06-01,501,-99
2011-06-01,511,-99
2011-06-01,521,-99
2011-06-01,522,6983322
2011-06-01,523,1975546
2011-06-01,524,1263442
2011-06-01,551,-99
2011-06-01,561,275806
2011-06-01,581,2830687
2011-06-01,591,653554
2011-06-01,602,204848
2011-06-01,611,-99
2011-06-01,612,-99
2011-06-01,613,-99
2011-06-01,619,736665
2011-06-01,620,486238
2011-06-01,631,-99
2011-06-01,649,-99
2011-06-01,681,10319013
2011-06-01,682,-99
2011-06-01,691,-99
2011-06-01,692,-99
2011-06-01,702,2670680
2011-06-01,711,1221047
2011-06-01,712,-99
2011-06-01,721,207869
2011-06-01,731,111024
2011-06-01,741,-99
2011-06-01,749,-99
2011-06-01,750,-99
2011-06-01,771,-99
2011-06-01,773,3970234
2011-06-01,774,-99
2011-06-01,812,-99
2011-06-01,821,-99
2011-06-01,822,-99
2011-06-01,823,-99
2011-06-01,829,8467643
2011-06-01,853,-99
2011-06-01,854,28954
2011-06-01,863,-99
2011-06-01,864,-99
2011-06-01,869,-99
2011-06-01,900,191690
2011-06-01,939,-99
2011-06-01,941,-99
2011-06-01,949,791606
2011-06-01,951,-99
2011-06-01,960,312011
2011-06-01,999,3265967
2011-07-01,11,49946716
2011-07-01,12,37376792
2011-07-01,13,6179581
2011-07-01,14,8400867
2011-07-01,16,1020353
2011-07-01,17,-99
2011-07-01,21,1015591
2011-07-01,22,778888
2011-07-01,31,110233688
2011-07-01,51,-99
2011-07-01,61,327126688
2011-07-01,62,-99
2011-07-01,71,-99
2011-07-01,72,400586688
2011-07-01,81,2697793
2011-07-01,89,7094185
2011-07-01,91,6374028
2011-07-01,99,81379
2011-07-01,101,153608128
2011-07-01,102,49586192
2011-07-01,103,138172192
2011-07-01,104,1934025984
2011-07-01,105,121771136
2011-07-01,106,74109832
2011-07-01,107,131802592
2011-07-01,108,7097511
2011-07-01,109,1974901
2011-07-01,110,73320952
2011-07-01,120,64043692
2011-07-01,131,47042448
2011-07-01,139,17287290
2011-07-01,141,3944176
2011-07-01,142,139164
2011-07-01,143,969806
2011-07-01,151,74985912
2011-07-01,152,3392349
2011-07-01,161,1555604
2011-07-01,162,8549082
2011-07-01,170,65575980
2011-07-01,181,5338651
2011-07-01,182,-99
2011-07-01,191,292740
2011-07-01,192,52531264
2011-07-01,201,86905032
2011-07-01,202,153252288
2011-07-01,203,-99
2011-07-01,210,89685008
2011-07-01,221,25263376
2011-07-01,222,60773888
2011-07-01,231,4098132
2011-07-01,239,16303821
2011-07-01,241,153152896
2011-07-01,242,80463704
2011-07-01,243,7650290
2011-07-01,251,7289720
2011-07-01,252,1234830
2011-07-01,259,34381012
2011-07-01,261,218230
2011-07-01,262,182049
2011-07-01,263,1215874
2011-07-01,264,1134383
2011-07-01,265,3852916
2011-07-01,266,4791277
2011-07-01,267,748164
2011-07-01,271,19354444
2011-07-01,272,1572395
2011-07-01,273,5308055
2011-07-01,274,1238455
2011-07-01,275,3931178
2011-07-01,279,2807116
2011-07-01,281,42785592
2011-07-01,282,54596020
2011-07-01,291,831590912
2011-07-01,292,2832748
2011-07-01,293,72052680
2011-07-01,301,8381556
2011-07-01,302,-99
2011-07-01,303,498520
2011-07-01,309,76505
2011-07-01,310,4410915
2011-07-01,321,181549
2011-07-01,322,253512
2011-07-01,323,200068
2011-07-01,324,307400
2011-07-01,329,26013424
2011-07-01,331,2112211
2011-07-01,332,-99
2011-07-01,351,464521
2011-07-01,352,-99
2011-07-01,382,294011
2011-07-01,410,407816
2011-07-01,421,-99
2011-07-01,422,2840148
2011-07-01,429,9388609
2011-07-01,432,400338
2011-07-01,433,-99
2011-07-01,439,341808
2011-07-01,451,1110118
2011-07-01,452,-99
2011-07-01,453,4172426
2011-07-01,454,1477565
2011-07-01,461,122986016
2011-07-01,462,843593792
2011-07-01,463,77981336
2011-07-01,464,19123340
2011-07-01,465,8557836
2011-07-01,466,22027412
2011-07-01,469,24660436
2011-07-01,471,8543938
2011-07-01,472,2063595
2011-07-01,473,-99
2011-07-01,474,28800
2011-07-01,475,253345
2011-07-01,476,943434
2011-07-01,477,3990606
2011-07-01,479,-99
2011-07-01,491,-99
2011-07-01,492,1680737
2011-07-01,493,-99
2011-07-01,501,-99
2011-07-01,502,-99
2011-07-01,511,24921524
2011-07-01,512,-99
2011-07-01,521,-99
2011-07-01,522,5290120
2011-07-01,523,2269614
2011-07-01,524,254601
2011-07-01,530,-99
2011-07-01,551,-99
2011-07-01,561,188857
2011-07-01,581,2657178
2011-07-01,591,804716
2011-07-01,602,686671
2011-07-01,612,-99
2011-07-01,614,-99
2011-07-01,619,69084
2011-07-01,620,648338
2011-07-01,649,-99
2011-07-01,681,4189805
2011-07-01,682,-99
2011-07-01,691,-99
2011-07-01,702,8600283
2011-07-01,711,953431
2011-07-01,721,837844
2011-07-01,722,-99
2011-07-01,731,-99
2011-07-01,749,386557
2011-07-01,750,-99
2011-07-01,771,-99
2011-07-01,773,4806784
2011-07-01,774,-99
2011-07-01,791,-99
2011-07-01,821,-99
2011-07-01,822,-99
2011-07-01,823,-99
2011-07-01,829,7739767
2011-07-01,851,-99
2011-07-01,854,70887
2011-07-01,863,-99
2011-07-01,864,-99
2011-07-01,869,-99
2011-07-01,900,-99
2011-07-01,939,-99
2011-07-01,941,-99
2011-07-01,949,1307608
2011-07-01,951,-99
2011-07-01,952,-99
2011-07-01,960,479835
2011-07-01,999,1403451
2011-08-01,11,56849096
2011-08-01,12,36506448
2011-08-01,13,9782289
2011-08-01,14,8079098
2011-08-01,16,2258525
2011-08-01,17,-99
2011-08-01,21,1558055
2011-08-01,22,623776
2011-08-01,31,110761224
2011-08-01,32,-99
2011-08-01,51,-99
2011-08-01,61,311022784
2011-08-01,62,20143304
2011-08-01,71,-99
2011-08-01,72,362723712
2011-08-01,81,2556849
2011-08-01,89,8011727
2011-08-01,91,9547815
2011-08-01,99,-99
2011-08-01,101,166946416
2011-08-01,102,55113316
2011-08-01,103,143261104
2011-08-01,104,2272475904
2011-08-01,105,150413360
2011-08-01,106,97614768
2011-08-01,107,175536480
2011-08-01,108,7830762
2011-08-01,109,1973499
2011-08-01,110,84866392
2011-08-01,120,90896592
2011-08-01,131,57058132
2011-08-01,139,15958191
2011-08-01,141,3515372
2011-08-01,142,-99
2011-08-01,143,688895
2011-08-01,151,80007680
2011-08-01,152,4378440
2011-08-01,161,1557448
2011-08-01,162,8292738
2011-08-01,170,71014984
2011-08-01,181,4419995
2011-08-01,182,-99
2011-08-01,191,229255
2011-08-01,192,56448456
2011-08-01,201,80770264
2011-08-01,202,146868544
2011-08-01,203,-99
2011-08-01,210,77126720
2011-08-01,221,23868200
2011-08-01,222,57134364
2011-08-01,231,3552442
2011-08-01,239,15395310
2011-08-01,241,110922104
2011-08-01,242,97731992
2011-08-01,243,6527932
2011-08-01,251,7484331
2011-08-01,252,-99
2011-08-01,259,32322264
2011-08-01,262,558929
2011-08-01,263,180345
2011-08-01,264,938209
2011-08-01,265,4359040
2011-08-01,266,4849566
2011-08-01,267,376801
2011-08-01,271,9968753
2011-08-01,272,2417846
2011-08-01,273,7373520
2011-08-01,274,1164583
2011-08-01,275,5031582
2011-08-01,279,4189351
2011-08-01,281,46439976
2011-08-01,282,55647312
2011-08-01,291,1012313728
2011-08-01,292,3157064
2011-08-01,293,72159880
2011-08-01,301,8585193
2011-08-01,302,-99
2011-08-01,303,101588
2011-08-01,309,-99
2011-08-01,310,4015040
2011-08-01,321,203450
2011-08-01,322,121991
2011-08-01,323,135209
2011-08-01,324,296799
2011-08-01,329,32471148
2011-08-01,331,1218769
2011-08-01,332,1130094
2011-08-01,351,11372162
2011-08-01,352,-99
2011-08-01,381,-99
2011-08-01,382,436576
2011-08-01,410,156992
2011-08-01,421,1196969
2011-08-01,422,919924
2011-08-01,429,6333900
2011-08-01,431,-99
2011-08-01,432,376190
2011-08-01,433,-99
2011-08-01,439,525773
2011-08-01,451,832832
2011-08-01,452,48403
2011-08-01,453,4547033
2011-08-01,454,-99
2011-08-01,461,168391920
2011-08-01,462,1010207808
2011-08-01,463,90394920
2011-08-01,464,17374024
2011-08-01,465,10506036
2011-08-01,466,20666824
2011-08-01,469,28989892
2011-08-01,471,12959008
2011-08-01,472,1385319
2011-08-01,473,-99
2011-08-01,474,-99
2011-08-01,475,410225
2011-08-01,476,1374935
2011-08-01,477,4451515
2011-08-01,479,-99
2011-08-01,492,2412928
2011-08-01,493,-99
2011-08-01,501,-99
2011-08-01,502,-99
2011-08-01,511,223001168
2011-08-01,521,-99
2011-08-01,522,4491282
2011-08-01,523,1994426
2011-08-01,524,359080
2011-08-01,551,-99
2011-08-01,561,151070
2011-08-01,562,-99
2011-08-01,581,2495486
2011-08-01,591,509914
2011-08-01,592,-99
2011-08-01,602,52365
2011-08-01,612,-99
2011-08-01,613,-99
2011-08-01,620,829292
2011-08-01,631,-99
2011-08-01,649,-99
2011-08-01,681,5147116
2011-08-01,682,-99
2011-08-01,691,-99
2011-08-01,692,-99
2011-08-01,702,5699298
2011-08-01,711,745638
2011-08-01,721,230568
2011-08-01,731,-99
2011-08-01,741,-99
2011-08-01,749,94255
2011-08-01,750,-99
2011-08-01,771,-99
2011-08-01,773,4235881
2011-08-01,774,-99
2011-08-01,791,-99
2011-08-01,821,-99
2011-08-01,823,-99
2011-08-01,829,18498956
2011-08-01,851,-99
2011-08-01,854,-99
2011-08-01,863,-99
2011-08-01,869,-99
2011-08-01,900,-99
2011-08-01,939,-99
2011-08-01,941,-99
2011-08-01,949,552738
2011-08-01,952,-99
2011-08-01,960,435256
2011-08-01,999,613270
2011-09-01,11,40402912
2011-09-01,12,35102956
2011-09-01,13,8309272
2011-09-01,14,10176650
2011-09-01,16,2309511
2011-09-01,17,-99
2011-09-01,21,-99
2011-09-01,22,521287
2011-09-01,31,95411680
2011-09-01,51,-99
2011-09-01,61,592541248
2011-09-01,62,17045544
2011-09-01,72,441779936
2011-09-01,81,3845839
2011-09-01,89,11529939
2011-09-01,91,8339611
2011-09-01,99,-99
2011-09-01,101,167898528
2011-09-01,102,57577732
2011-09-01,103,123846280
2011-09-01,104,1989260160
2011-09-01,105,158703920
2011-09-01,106,66916820
2011-09-01,107,157526512
2011-09-01,108,8649231
2011-09-01,109,1505147
2011-09-01,110,109668696
2011-09-01,120,45161800
2011-09-01,131,51885024
2011-09-01,139,12615328
2011-09-01,141,4869412
2011-09-01,142,80016
2011-09-01,143,1018302
2011-09-01,151,78182128
2011-09-01,152,3749938
2011-09-01,161,1590211
2011-09-01,162,9422887
2011-09-01,170,70318968
2011-09-01,181,6021220
2011-09-01,182,-99
2011-09-01,191,262182
2011-09-01,192,45212080
2011-09-01,201,97856000
2011-09-01,202,165555840
2011-09-01,203,-99
2011-09-01,210,97046040
2011-09-01,221,26718266
2011-09-01,222,59263640
2011-09-01,231,3873507
2011-09-01,239,18944588
2011-09-01,241,197591008
2011-09-01,242,59932716
2011-09-01,243,7009191
2011-09-01,251,5853643
2011-09-01,252,-99
2011-09-01,259,31302836
2011-09-01,261,210352
2011-09-01,262,981944
2011-09-01,263,228140
2011-09-01,264,2692675
2011-09-01,265,3955777
2011-09-01,266,4910306
2011-09-01,267,317313
2011-09-01,271,17210538
2011-09-01,272,4104257
2011-09-01,273,8981819
2011-09-01,274,922935
2011-09-01,275,4988880
2011-09-01,279,3153343
2011-09-01,281,40420632
2011-09-01,282,48338336
2011-09-01,291,897174016
2011-09-01,292,3075467
2011-09-01,293,71526888
2011-09-01,301,15833460
2011-09-01,302,-99
2011-09-01,303,2033557
2011-09-01,309,-99
2011-09-01,310,4915947
2011-09-01,321,174198
2011-09-01,322,140355
2011-09-01,323,112105
2011-09-01,324,141229
2011-09-01,329,18524462
2011-09-01,331,4369649
2011-09-01,332,116797
2011-09-01,351,1560458
2011-09-01,352,-99
2011-09-01,381,-99
2011-09-01,382,522242
2011-09-01,410,331309
2011-09-01,421,358598
2011-09-01,422,2965822
2011-09-01,429,7077296
2011-09-01,432,525936
2011-09-01,433,-99
2011-09-01,439,841220
2011-09-01,451,899081
2011-09-01,452,-99
2011-09-01,453,4797714
2011-09-01,454,-99
2011-09-01,461,176801120
2011-09-01,462,964082688
2011-09-01,463,89330496
2011-09-01,464,16441469
2011-09-01,465,13947271
2011-09-01,466,22707480
2011-09-01,469,30645094
2011-09-01,471,11850753
2011-09-01,472,582649
2011-09-01,473,-99
2011-09-01,474,-99
2011-09-01,475,688617
2011-09-01,476,1688375
2011-09-01,477,5204176
2011-09-01,479,-99
2011-09-01,491,-99
2011-09-01,492,2504823
2011-09-01,493,-99
2011-09-01,501,-99
2011-09-01,511,-99
2011-09-01,521,-99
2011-09-01,522,3147658
2011-09-01,523,4570283
2011-09-01,524,319976
2011-09-01,530,-99
2011-09-01,551,-99
2011-09-01,561,86165
2011-09-01,581,3159917
2011-09-01,591,993431
2011-09-01,602,71922
2011-09-01,612,-99
2011-09-01,614,-99
2011-09-01,619,-99
2011-09-01,620,721009
2011-09-01,631,-99
2011-09-01,649,-99
2011-09-01,681,6706210
2011-09-01,692,-99
2011-09-01,702,4365609
2011-09-01,711,2236158
2011-09-01,712,-99
2011-09-01,721,436538
2011-09-01,722,-99
2011-09-01,731,-99
2011-09-01,749,33464
2011-09-01,771,-99
2011-09-01,773,3047062
2011-09-01,791,-99
2011-09-01,812,-99
2011-09-01,821,-99
2011-09-01,822,-99
2011-09-01,823,-99
2011-09-01,829,29915862
2011-09-01,851,-99
2011-09-01,863,-99
2011-09-01,869,39665
2011-09-01,900,286692
2011-09-01,910,-99
2011-09-01,939,-99
2011-09-01,941,-99
2011-09-01,949,502159
2011-09-01,951,-99
2011-09-01,960,110676
2011-09-01,999,1043495
2011-10-01,11,25782652
2011-10-01,12,43762800
2011-10-01,13,10206061
2011-10-01,14,7000857
2011-10-01,16,1336287
2011-10-01,17,-99
2011-10-01,21,90480
2011-10-01,22,529880
2011-10-01,31,75729896
2011-10-01,32,-99
2011-10-01,61,310631584
2011-10-01,62,18378296
2011-10-01,72,424224352
2011-10-01,81,3054570
2011-10-01,89,10800559
2011-10-01,91,6061429
2011-10-01,99,-99
2011-10-01,101,164685296
2011-10-01,102,44926800
2011-10-01,103,103985104
2011-10-01,104,2019785344
2011-10-01,105,171320384
2011-10-01,106,121289920
2011-10-01,107,159041232
2011-10-01,108,8058619
2011-10-01,109,1714947
2011-10-01,110,116236936
2011-10-01,120,31661216
2011-10-01,131,45374976
2011-10-01,139,14604655
2011-10-01,141,4496073
2011-10-01,142,-99
2011-10-01,143,967153
2011-10-01,151,71284392
2011-10-01,152,4065473
2011-10-01,161,1357226
2011-10-01,162,8858333
2011-10-01,170,65630016
2011-10-01,181,4288267
2011-10-01,182,-99
2011-10-01,191,224746
2011-10-01,192,54366620
2011-10-01,201,155248432
2011-10-01,202,162081856
2011-10-01,203,-99
2011-10-01,210,93622920
2011-10-01,221,29153200
2011-10-01,222,59331076
2011-10-01,231,4276026
2011-10-01,239,16395009
2011-10-01,241,139954480
2011-10-01,242,50394220
2011-10-01,243,7234882
2011-10-01,251,8240534
2011-10-01,252,-99
2011-10-01,259,32417504
2011-10-01,261,-99
2011-10-01,262,749487
2011-10-01,263,101666
2011-10-01,264,4678969
2011-10-01,265,4234879
2011-10-01,266,4945479
2011-10-01,267,573633
2011-10-01,271,18057172
2011-10-01,272,3504130
2011-10-01,273,6363465
2011-10-01,274,1063947
2011-10-01,275,6365937
2011-10-01,279,2948838
2011-10-01,281,43736536
2011-10-01,282,49364924
2011-10-01,291,903628032
2011-10-01,292,2632663
2011-10-01,293,69518936
2011-10-01,301,4482366
2011-10-01,302,-99
2011-10-01,303,6137453
2011-10-01,309,-99
2011-10-01,310,4540089
2011-10-01,321,199933
2011-10-01,322,161822
2011-10-01,323,186753
2011-10-01,324,490076
2011-10-01,329,45982104
2011-10-01,331,1984661
2011-10-01,332,153025
2011-10-01,351,1836643
2011-10-01,352,-99
2011-10-01,381,-99
2011-10-01,382,-99
2011-10-01,410,216288
2011-10-01,421,1197322
2011-10-01,422,1716911
2011-10-01,429,2602545
2011-10-01,432,626491
2011-10-01,433,-99
2011-10-01,439,239729
2011-10-01,451,620901
2011-10-01,452,47560
2011-10-01,453,4612712
2011-10-01,454,1113300
2011-10-01,461,110434680
2011-10-01,462,710646336
2011-10-01,463,99642240
2011-10-01,464,19318492
2011-10-01,465,9961818
2011-10-01,466,19102992
2011-10-01,469,30580012
2011-10-01,471,10359381
2011-10-01,472,578101
2011-10-01,473,-99
2011-10-01,474,212823
2011-10-01,475,579977
2011-10-01,476,1631404
