fecha,clae3,empresas
2009-06-01,108,21
2009-06-01,109,5
2009-06-01,110,161
2009-06-01,120,8
2009-06-01,131,53
2009-06-01,139,71
2009-06-01,141,71
2009-06-01,142,-99
2009-06-01,143,15
2009-06-01,151,56
2009-06-01,152,29
2009-06-01,161,21
2009-06-01,162,28
2009-06-01,170,83
2009-06-01,181,36
2009-06-01,182,-99
2009-06-01,191,4
2009-06-01,192,15
2009-06-01,201,69
2009-06-01,202,272
2009-06-01,203,-99
2009-06-01,210,143
2009-06-01,221,53
2009-06-01,222,266
2009-06-01,231,23
2009-06-01,239,79
2009-06-01,241,40
2009-06-01,242,9
2009-06-01,243,26
2009-06-01,251,24
2009-06-01,252,-99
2009-06-01,259,215
2009-06-01,261,5
2009-06-01,262,8
2009-06-01,263,11
2009-06-01,264,6
2009-06-01,265,37
2009-06-01,266,45
2009-06-01,267,4
2009-06-01,271,36
2009-06-01,272,8
2009-06-01,273,22
2009-06-01,274,19
2009-06-01,275,37
2009-06-01,279,47
2009-06-01,281,103
2009-06-01,282,232
2009-06-01,291,11
2009-06-01,292,15
2009-06-01,293,204
2009-06-01,301,5
2009-06-01,302,-99
2009-06-01,303,-99
2009-06-01,309,5
2009-06-01,310,44
2009-06-01,321,4
2009-06-01,322,5
2009-06-01,323,7
2009-06-01,324,3
2009-06-01,329,50
2009-06-01,331,10
2009-06-01,332,-99
2009-06-01,351,6
2009-06-01,381,-99
2009-06-01,382,6
2009-06-01,410,13
2009-06-01,421,4
2009-06-01,422,4
2009-06-01,429,4
2009-06-01,432,6
2009-06-01,433,-99
2009-06-01,439,-99
2009-06-01,451,5
2009-06-01,452,-99
2009-06-01,453,39
2009-06-01,454,-99
2009-06-01,461,71
2009-06-01,462,79
2009-06-01,463,178
2009-06-01,464,190
2009-06-01,465,146
2009-06-01,466,72
2009-06-01,469,116
2009-06-01,471,10
2009-06-01,472,7
2009-06-01,473,-99
2009-06-01,474,-99
2009-06-01,475,9
2009-06-01,476,16
2009-06-01,477,70
2009-06-01,479,-99
2009-06-01,491,-99
2009-06-01,492,13
2009-06-01,493,-99
2009-06-01,501,-99
2009-06-01,502,-99
2009-06-01,511,-99
2009-06-01,512,-99
2009-06-01,522,15
2009-06-01,523,46
2009-06-01,524,3
2009-06-01,551,-99
2009-06-01,561,5
2009-06-01,581,85
2009-06-01,591,15
2009-06-01,592,-99
2009-06-01,602,9
2009-06-01,612,-99
2009-06-01,613,-99
2009-06-01,620,17
2009-06-01,631,-99
2009-06-01,642,-99
2009-06-01,649,-99
2009-06-01,681,31
2009-06-01,682,-99
2009-06-01,691,-99
2009-06-01,692,3
2009-06-01,702,34
2009-06-01,711,16
2009-06-01,721,6
2009-06-01,731,4
2009-06-01,749,5
2009-06-01,750,-99
2009-06-01,771,-99
2009-06-01,773,6
2009-06-01,774,-99
2009-06-01,791,-99
2009-06-01,821,3
2009-06-01,822,-99
2009-06-01,823,-99
2009-06-01,829,34
2009-06-01,851,-99
2009-06-01,853,-99
2009-06-01,854,-99
2009-06-01,863,-99
2009-06-01,869,-99
2009-06-01,900,-99
2009-06-01,920,-99
2009-06-01,939,4
2009-06-01,949,9
2009-06-01,951,-99
2009-06-01,960,11
2009-06-01,999,92
2009-07-01,11,76
2009-07-01,12,107
2009-07-01,13,17
2009-07-01,14,36
2009-07-01,16,8
2009-07-01,17,-99
2009-07-01,21,4
2009-07-01,22,13
2009-07-01,31,44
2009-07-01,32,-99
2009-07-01,51,-99
2009-07-01,61,11
2009-07-01,62,3
2009-07-01,72,10
2009-07-01,81,18
2009-07-01,89,20
2009-07-01,91,26
2009-07-01,99,5
2009-07-01,101,120
2009-07-01,102,68
2009-07-01,103,108
2009-07-01,104,39
2009-07-01,105,34
2009-07-01,106,71
2009-07-01,107,181
2009-07-01,108,22
2009-07-01,109,8
2009-07-01,110,162
2009-07-01,120,8
2009-07-01,131,64
2009-07-01,139,85
2009-07-01,141,66
2009-07-01,142,-99
2009-07-01,143,15
2009-07-01,151,64
2009-07-01,152,32
2009-07-01,161,22
2009-07-01,162,26
2009-07-01,170,88
2009-07-01,181,46
2009-07-01,182,-99
2009-07-01,191,4
2009-07-01,192,12
2009-07-01,201,76
2009-07-01,202,247
2009-07-01,203,-99
2009-07-01,210,138
2009-07-01,221,52
2009-07-01,222,281
2009-07-01,231,23
2009-07-01,239,81
2009-07-01,241,44
2009-07-01,242,11
2009-07-01,243,24
2009-07-01,251,27
2009-07-01,252,3
2009-07-01,259,247
2009-07-01,261,3
2009-07-01,262,6
2009-07-01,263,8
2009-07-01,264,6
2009-07-01,265,39
2009-07-01,266,46
2009-07-01,267,5
2009-07-01,271,35
2009-07-01,272,4
2009-07-01,273,20
2009-07-01,274,14
2009-07-01,275,41
2009-07-01,279,49
2009-07-01,281,94
2009-07-01,282,253
2009-07-01,291,12
2009-07-01,292,14
2009-07-01,293,202
2009-07-01,301,4
2009-07-01,302,3
2009-07-01,309,6
2009-07-01,310,37
2009-07-01,321,5
2009-07-01,322,7
2009-07-01,323,9
2009-07-01,324,10
2009-07-01,329,54
2009-07-01,331,16
2009-07-01,332,-99
2009-07-01,351,5
2009-07-01,370,-99
2009-07-01,382,6
2009-07-01,410,8
2009-07-01,421,6
2009-07-01,422,3
2009-07-01,429,5
2009-07-01,431,-99
2009-07-01,432,7
2009-07-01,433,3
2009-07-01,439,-99
2009-07-01,451,4
2009-07-01,452,3
2009-07-01,453,33
2009-07-01,454,-99
2009-07-01,461,56
2009-07-01,462,78
2009-07-01,463,191
2009-07-01,464,200
2009-07-01,465,132
2009-07-01,466,72
2009-07-01,469,118
2009-07-01,471,8
2009-07-01,472,6
2009-07-01,473,3
2009-07-01,474,4
2009-07-01,475,13
2009-07-01,476,16
2009-07-01,477,65
2009-07-01,478,-99
2009-07-01,479,-99
2009-07-01,492,16
2009-07-01,493,-99
2009-07-01,501,-99
2009-07-01,511,-99
2009-07-01,512,-99
2009-07-01,521,-99
2009-07-01,522,14
2009-07-01,523,57
2009-07-01,524,6
2009-07-01,551,-99
2009-07-01,561,7
2009-07-01,581,79
2009-07-01,591,17
2009-07-01,592,-99
2009-07-01,602,7
2009-07-01,612,-99
2009-07-01,613,-99
2009-07-01,619,4
2009-07-01,620,21
2009-07-01,642,-99
2009-07-01,649,-99
2009-07-01,651,-99
2009-07-01,681,31
2009-07-01,682,-99
2009-07-01,691,-99
2009-07-01,692,-99
2009-07-01,702,40
2009-07-01,711,21
2009-07-01,721,6
2009-07-01,731,-99
2009-07-01,749,3
2009-07-01,750,-99
2009-07-01,771,-99
2009-07-01,773,10
2009-07-01,774,-99
2009-07-01,791,-99
2009-07-01,821,-99
2009-07-01,822,-99
2009-07-01,823,-99
2009-07-01,829,29
2009-07-01,851,-99
2009-07-01,854,-99
2009-07-01,861,-99
2009-07-01,862,-99
2009-07-01,863,3
2009-07-01,869,-99
2009-07-01,910,-99
2009-07-01,920,-99
2009-07-01,939,-99
2009-07-01,941,-99
2009-07-01,949,9
2009-07-01,951,-99
2009-07-01,960,13
2009-07-01,999,21
2009-08-01,11,71
2009-08-01,12,107
2009-08-01,13,24
2009-08-01,14,27
2009-08-01,16,12
2009-08-01,17,3
2009-08-01,21,5
2009-08-01,22,12
2009-08-01,31,49
2009-08-01,32,-99
2009-08-01,51,-99
2009-08-01,61,10
2009-08-01,62,3
2009-08-01,72,8
2009-08-01,81,14
2009-08-01,89,19
2009-08-01,91,20
2009-08-01,99,5
2009-08-01,101,121
2009-08-01,102,68
2009-08-01,103,116
2009-08-01,104,40
2009-08-01,105,30
2009-08-01,106,68
2009-08-01,107,180
2009-08-01,108,26
2009-08-01,109,6
2009-08-01,110,172
2009-08-01,120,10
2009-08-01,131,65
2009-08-01,139,85
2009-08-01,141,61
2009-08-01,142,-99
2009-08-01,143,12
2009-08-01,151,62
2009-08-01,152,41
2009-08-01,161,23
2009-08-01,162,21
2009-08-01,170,85
2009-08-01,181,35
2009-08-01,182,-99
2009-08-01,191,3
2009-08-01,192,11
2009-08-01,201,77
2009-08-01,202,259
2009-08-01,203,3
2009-08-01,210,142
2009-08-01,221,48
2009-08-01,222,291
2009-08-01,231,20
2009-08-01,239,77
2009-08-01,241,45
2009-08-01,242,11
2009-08-01,243,31
2009-08-01,251,23
2009-08-01,252,-99
2009-08-01,259,251
2009-08-01,261,4
2009-08-01,262,6
2009-08-01,263,8
2009-08-01,264,8
2009-08-01,265,43
2009-08-01,266,45
2009-08-01,267,5
2009-08-01,271,35
2009-08-01,272,4
2009-08-01,273,19
2009-08-01,274,17
2009-08-01,275,49
2009-08-01,279,43
2009-08-01,281,106
2009-08-01,282,239
2009-08-01,291,11
2009-08-01,292,9
2009-08-01,293,202
2009-08-01,301,3
2009-08-01,302,3
2009-08-01,303,3
2009-08-01,309,3
2009-08-01,310,35
2009-08-01,321,4
2009-08-01,322,5
2009-08-01,323,8
2009-08-01,324,5
2009-08-01,329,48
2009-08-01,331,20
2009-08-01,332,-99
2009-08-01,351,5
2009-08-01,370,-99
2009-08-01,382,6
2009-08-01,410,13
2009-08-01,421,7
2009-08-01,422,5
2009-08-01,429,3
2009-08-01,432,9
2009-08-01,433,3
2009-08-01,439,3
2009-08-01,451,5
2009-08-01,452,4
2009-08-01,453,38
2009-08-01,454,-99
2009-08-01,461,56
2009-08-01,462,77
2009-08-01,463,170
2009-08-01,464,201
2009-08-01,465,120
2009-08-01,466,72
2009-08-01,469,105
2009-08-01,471,7
2009-08-01,472,5
2009-08-01,473,-99
2009-08-01,474,-99
2009-08-01,475,12
2009-08-01,476,9
2009-08-01,477,57
2009-08-01,478,-99
2009-08-01,479,3
2009-08-01,491,-99
2009-08-01,492,16
2009-08-01,493,-99
2009-08-01,501,-99
2009-08-01,511,-99
2009-08-01,512,-99
2009-08-01,521,-99
2009-08-01,522,14
2009-08-01,523,52
2009-08-01,524,8
2009-08-01,551,-99
2009-08-01,561,3
2009-08-01,581,78
2009-08-01,591,12
2009-08-01,602,9
2009-08-01,612,-99
2009-08-01,614,-99
2009-08-01,619,5
2009-08-01,620,22
2009-08-01,649,3
2009-08-01,651,-99
2009-08-01,681,32
2009-08-01,682,-99
2009-08-01,691,-99
2009-08-01,692,-99
2009-08-01,702,31
2009-08-01,711,19
2009-08-01,712,-99
2009-08-01,721,4
2009-08-01,731,-99
2009-08-01,749,3
2009-08-01,750,-99
2009-08-01,771,-99
2009-08-01,773,9
2009-08-01,774,-99
2009-08-01,780,-99
2009-08-01,791,-99
2009-08-01,812,-99
2009-08-01,821,4
2009-08-01,822,-99
2009-08-01,823,-99
2009-08-01,829,24
2009-08-01,851,-99
2009-08-01,854,5
2009-08-01,862,-99
2009-08-01,863,-99
2009-08-01,869,3
2009-08-01,900,-99
2009-08-01,920,-99
2009-08-01,939,-99
2009-08-01,941,-99
2009-08-01,949,8
2009-08-01,951,-99
2009-08-01,960,9
2009-08-01,999,19
2009-09-01,11,75
2009-09-01,12,111
2009-09-01,13,26
2009-09-01,14,36
2009-09-01,16,12
2009-09-01,17,-99
2009-09-01,21,6
2009-09-01,22,11
2009-09-01,31,46
2009-09-01,32,-99
2009-09-01,51,-99
2009-09-01,61,11
2009-09-01,62,3
2009-09-01,72,10
2009-09-01,81,18
2009-09-01,89,20
2009-09-01,91,25
2009-09-01,99,-99
2009-09-01,101,121
2009-09-01,102,69
2009-09-01,103,116
2009-09-01,104,44
2009-09-01,105,32
2009-09-01,106,70
2009-09-01,107,193
2009-09-01,108,24
2009-09-01,109,5
2009-09-01,110,165
2009-09-01,120,9
2009-09-01,131,67
2009-09-01,139,70
2009-09-01,141,78
2009-09-01,142,3
2009-09-01,143,18
2009-09-01,151,68
2009-09-01,152,38
2009-09-01,161,22
2009-09-01,162,25
2009-09-01,170,91
2009-09-01,181,40
2009-09-01,182,-99
2009-09-01,191,5
2009-09-01,192,10
2009-09-01,201,74
2009-09-01,202,277
2009-09-01,203,3
2009-09-01,210,142
2009-09-01,221,55
2009-09-01,222,286
2009-09-01,231,24
2009-09-01,239,86
2009-09-01,241,42
2009-09-01,242,10
2009-09-01,243,28
2009-09-01,251,30
2009-09-01,252,3
2009-09-01,259,259
2009-09-01,261,3
2009-09-01,262,7
2009-09-01,263,8
2009-09-01,264,9
2009-09-01,265,36
2009-09-01,266,53
2009-09-01,267,6
2009-09-01,268,-99
2009-09-01,271,37
2009-09-01,272,5
2009-09-01,273,19
2009-09-01,274,18
2009-09-01,275,46
2009-09-01,279,51
2009-09-01,281,113
2009-09-01,282,261
2009-09-01,291,12
2009-09-01,292,15
2009-09-01,293,205
2009-09-01,301,5
2009-09-01,302,3
2009-09-01,303,3
2009-09-01,309,5
2009-09-01,310,32
2009-09-01,321,5
2009-09-01,322,4
2009-09-01,323,9
2009-09-01,324,4
2009-09-01,329,51
2009-09-01,331,14
2009-09-01,332,-99
2009-09-01,351,4
2009-09-01,352,-99
2009-09-01,370,-99
2009-09-01,382,7
2009-09-01,410,8
2009-09-01,421,11
2009-09-01,422,6
2009-09-01,429,8
2009-09-01,432,8
2009-09-01,433,-99
2009-09-01,439,4
2009-09-01,451,7
2009-09-01,452,4
2009-09-01,453,43
2009-09-01,454,3
2009-09-01,461,51
2009-09-01,462,73
2009-09-01,463,176
2009-09-01,464,185
2009-09-01,465,137
2009-09-01,466,78
2009-09-01,469,104
2009-09-01,471,7
2009-09-01,472,6
2009-09-01,473,-99
2009-09-01,474,3
2009-09-01,475,10
2009-09-01,476,10
2009-09-01,477,68
2009-09-01,478,-99
2009-09-01,491,-99
2009-09-01,492,14
2009-09-01,493,-99
2009-09-01,501,-99
2009-09-01,511,-99
2009-09-01,522,10
2009-09-01,523,58
2009-09-01,524,7
2009-09-01,551,-99
2009-09-01,561,-99
2009-09-01,581,79
2009-09-01,591,12
2009-09-01,602,10
2009-09-01,612,-99
2009-09-01,619,4
2009-09-01,620,22
2009-09-01,649,-99
2009-09-01,681,37
2009-09-01,692,-99
2009-09-01,702,40
2009-09-01,711,18
2009-09-01,721,4
2009-09-01,722,-99
2009-09-01,731,3
2009-09-01,749,5
2009-09-01,750,-99
2009-09-01,771,-99
2009-09-01,773,8
2009-09-01,774,-99
2009-09-01,780,-99
2009-09-01,791,-99
2009-09-01,812,-99
2009-09-01,821,-99
2009-09-01,822,3
2009-09-01,823,-99
2009-09-01,829,30
2009-09-01,851,-99
2009-09-01,854,3
2009-09-01,862,-99
2009-09-01,863,-99
2009-09-01,869,-99
2009-09-01,900,3
2009-09-01,910,-99
2009-09-01,931,-99
2009-09-01,939,-99
2009-09-01,941,-99
2009-09-01,949,12
2009-09-01,951,-99
2009-09-01,952,-99
2009-09-01,960,12
2009-09-01,999,27
2009-10-01,11,68
2009-10-01,12,107
2009-10-01,13,24
2009-10-01,14,26
2009-10-01,16,16
2009-10-01,17,-99
2009-10-01,21,3
2009-10-01,22,10
2009-10-01,31,43
2009-10-01,32,-99
2009-10-01,51,-99
2009-10-01,61,10
2009-10-01,62,3
2009-10-01,72,8
2009-10-01,81,18
2009-10-01,89,20
2009-10-01,91,24
2009-10-01,99,4
2009-10-01,101,115
2009-10-01,102,68
2009-10-01,103,108
2009-10-01,104,38
2009-10-01,105,34
2009-10-01,106,70
2009-10-01,107,197
2009-10-01,108,22
2009-10-01,109,6
2009-10-01,110,185
2009-10-01,120,10
2009-10-01,131,66
2009-10-01,139,78
2009-10-01,141,88
2009-10-01,142,3
2009-10-01,143,12
2009-10-01,151,72
2009-10-01,152,40
2009-10-01,161,20
2009-10-01,162,34
2009-10-01,170,97
2009-10-01,181,36
2009-10-01,182,-99
2009-10-01,191,4
2009-10-01,192,12
2009-10-01,201,64
2009-10-01,202,262
2009-10-01,203,3
2009-10-01,210,138
2009-10-01,221,52
2009-10-01,222,301
2009-10-01,231,24
2009-10-01,239,89
2009-10-01,241,50
2009-10-01,242,11
2009-10-01,243,28
2009-10-01,251,30
2009-10-01,252,-99
2009-10-01,259,260
2009-10-01,261,-99
2009-10-01,262,10
2009-10-01,263,14
2009-10-01,264,7
2009-10-01,265,43
2009-10-01,266,51
2009-10-01,267,4
2009-10-01,271,36
2009-10-01,272,6
2009-10-01,273,19
2009-10-01,274,19
2009-10-01,275,47
2009-10-01,279,58
2009-10-01,281,103
2009-10-01,282,293
2009-10-01,291,13
2009-10-01,292,16
2009-10-01,293,213
2009-10-01,301,4
2009-10-01,302,-99
2009-10-01,303,-99
2009-10-01,309,4
2009-10-01,310,42
2009-10-01,321,6
2009-10-01,322,6
2009-10-01,323,10
2009-10-01,324,5
2009-10-01,329,56
2009-10-01,331,16
2009-10-01,332,3
2009-10-01,351,6
2009-10-01,370,-99
2009-10-01,381,-99
2009-10-01,382,8
2009-10-01,410,8
2009-10-01,421,3
2009-10-01,422,9
2009-10-01,429,8
2009-10-01,431,-99
2009-10-01,432,12
2009-10-01,433,-99
2009-10-01,439,3
2009-10-01,451,8
2009-10-01,452,3
2009-10-01,453,45
2009-10-01,454,-99
2009-10-01,461,56
2009-10-01,462,72
2009-10-01,463,160
2009-10-01,464,200
2009-10-01,465,140
2009-10-01,466,91
2009-10-01,469,104
2009-10-01,471,10
2009-10-01,472,5
2009-10-01,473,-99
2009-10-01,474,-99
2009-10-01,475,9
2009-10-01,476,16
2009-10-01,477,76
2009-10-01,479,-99
2009-10-01,492,13
2009-10-01,493,-99
2009-10-01,501,4
2009-10-01,502,-99
2009-10-01,511,3
2009-10-01,512,-99
2009-10-01,522,13
2009-10-01,523,58
2009-10-01,524,7
2009-10-01,530,-99
2009-10-01,551,-99
2009-10-01,561,4
2009-10-01,562,-99
2009-10-01,581,79
2009-10-01,591,18
2009-10-01,602,9
2009-10-01,612,-99
2009-10-01,614,-99
2009-10-01,619,3
2009-10-01,620,15
2009-10-01,631,-99
2009-10-01,642,-99
2009-10-01,649,-99
2009-10-01,681,30
2009-10-01,682,-99
2009-10-01,692,-99
2009-10-01,702,38
2009-10-01,711,20
2009-10-01,712,-99
2009-10-01,721,4
2009-10-01,722,-99
2009-10-01,731,4
2009-10-01,749,-99
2009-10-01,771,-99
2009-10-01,773,8
2009-10-01,774,-99
2009-10-01,791,-99
2009-10-01,821,3
2009-10-01,822,-99
2009-10-01,823,-99
2009-10-01,829,30
2009-10-01,853,-99
2009-10-01,854,-99
2009-10-01,862,-99
2009-10-01,863,-99
2009-10-01,869,4
2009-10-01,900,3
2009-10-01,910,-99
2009-10-01,939,3
2009-10-01,941,-99
2009-10-01,949,10
2009-10-01,960,17
2009-10-01,999,72
2009-11-01,11,75
2009-11-01,12,124
2009-11-01,13,18
2009-11-01,14,35
2009-11-01,16,16
2009-11-01,17,-99
2009-11-01,21,4
2009-11-01,22,10
2009-11-01,31,41
2009-11-01,32,-99
2009-11-01,51,-99
2009-11-01,61,7
2009-11-01,62,3
2009-11-01,72,11
2009-11-01,81,17
2009-11-01,89,20
2009-11-01,91,27
2009-11-01,99,-99
2009-11-01,101,112
2009-11-01,102,69
2009-11-01,103,105
2009-11-01,104,42
2009-11-01,105,34
2009-11-01,106,62
2009-11-01,107,191
2009-11-01,108,25
2009-11-01,109,4
2009-11-01,110,195
2009-11-01,120,10
2009-11-01,131,65
2009-11-01,139,92
2009-11-01,141,88
2009-11-01,142,5
2009-11-01,143,13
2009-11-01,151,74
2009-11-01,152,46
2009-11-01,161,28
2009-11-01,162,30
2009-11-01,170,90
2009-11-01,181,41
2009-11-01,182,-99
2009-11-01,191,4
2009-11-01,192,11
2009-11-01,201,82
2009-11-01,202,273
2009-11-01,203,3
2009-11-01,210,133
2009-11-01,221,47
2009-11-01,222,292
2009-11-01,231,24
2009-11-01,239,89
2009-11-01,241,46
2009-11-01,242,9
2009-11-01,243,32
2009-11-01,251,23
2009-11-01,252,-99
2009-11-01,259,246
2009-11-01,261,7
2009-11-01,262,9
2009-11-01,263,10
2009-11-01,264,9
2009-11-01,265,43
2009-11-01,266,52
2009-11-01,267,9
2009-11-01,268,-99
2009-11-01,271,37
2009-11-01,272,7
2009-11-01,273,20
2009-11-01,274,17
2009-11-01,275,43
2009-11-01,279,61
2009-11-01,281,110
2009-11-01,282,272
2009-11-01,291,12
2009-11-01,292,12
2009-11-01,293,210
2009-11-01,301,5
2009-11-01,302,-99
2009-11-01,303,3
2009-11-01,309,4
2009-11-01,310,42
2009-11-01,321,4
2009-11-01,322,4
2009-11-01,323,9
2009-11-01,324,8
2009-11-01,329,64
2009-11-01,331,17
2009-11-01,332,-99
2009-11-01,351,5
2009-11-01,352,-99
2009-11-01,381,-99
2009-11-01,382,5
2009-11-01,390,-99
2009-11-01,410,15
2009-11-01,421,-99
2009-11-01,422,9
2009-11-01,429,4
2009-11-01,432,8
2009-11-01,433,-99
2009-11-01,439,4
2009-11-01,451,3
2009-11-01,452,5
2009-11-01,453,41
2009-11-01,454,-99
2009-11-01,461,57
2009-11-01,462,79
2009-11-01,463,171
2009-11-01,464,212
2009-11-01,465,142
2009-11-01,466,88
2009-11-01,469,104
2009-11-01,471,12
2009-11-01,472,7
2009-11-01,473,-99
2009-11-01,474,4
2009-11-01,475,14
2009-11-01,476,16
2009-11-01,477,84
2009-11-01,478,-99
2009-11-01,479,-99
2009-11-01,492,17
2009-11-01,493,-99
2009-11-01,501,3
2009-11-01,502,-99
2009-11-01,511,-99
2009-11-01,512,-99
2009-11-01,521,-99
2009-11-01,522,12
2009-11-01,523,54
2009-11-01,524,6
2009-11-01,530,-99
2009-11-01,551,-99
2009-11-01,561,5
2009-11-01,581,75
2009-11-01,591,17
2009-11-01,602,5
2009-11-01,612,-99
2009-11-01,613,-99
2009-11-01,619,8
2009-11-01,620,23
2009-11-01,631,-99
2009-11-01,649,-99
2009-11-01,681,32
2009-11-01,691,-99
2009-11-01,702,29
2009-11-01,711,18
2009-11-01,721,-99
2009-11-01,731,-99
2009-11-01,749,4
2009-11-01,771,-99
2009-11-01,773,9
2009-11-01,774,-99
2009-11-01,791,-99
2009-11-01,812,-99
2009-11-01,813,-99
2009-11-01,821,-99
2009-11-01,822,3
2009-11-01,823,-99
2009-11-01,829,28
2009-11-01,851,-99
2009-11-01,853,-99
2009-11-01,854,-99
2009-11-01,855,-99
2009-11-01,862,-99
2009-11-01,863,3
2009-11-01,864,-99
2009-11-01,869,3
2009-11-01,900,-99
2009-11-01,910,-99
2009-11-01,920,-99
2009-11-01,939,5
2009-11-01,941,-99
2009-11-01,949,9
2009-11-01,951,-99
2009-11-01,952,-99
2009-11-01,960,14
2009-11-01,999,24
2009-12-01,11,77
2009-12-01,12,121
2009-12-01,13,17
2009-12-01,14,45
2009-12-01,16,10
2009-12-01,17,-99
2009-12-01,21,3
2009-12-01,22,10
2009-12-01,31,38
2009-12-01,32,-99
2009-12-01,51,-99
2009-12-01,61,8
2009-12-01,62,3
2009-12-01,72,10
2009-12-01,81,16
2009-12-01,89,15
2009-12-01,91,22
2009-12-01,99,4
2009-12-01,101,111
2009-12-01,102,72
2009-12-01,103,108
2009-12-01,104,40
2009-12-01,105,36
2009-12-01,106,69
2009-12-01,107,189
2009-12-01,108,24
2009-12-01,109,7
2009-12-01,110,167
2009-12-01,120,8
2009-12-01,131,54
2009-12-01,139,84
2009-12-01,141,79
2009-12-01,142,4
2009-12-01,143,15
2009-12-01,151,68
2009-12-01,152,55
2009-12-01,161,30
2009-12-01,162,33
2009-12-01,170,86
2009-12-01,181,38
2009-12-01,182,-99
2009-12-01,191,-99
2009-12-01,192,11
2009-12-01,201,68
2009-12-01,202,287
2009-12-01,203,3
2009-12-01,210,136
2009-12-01,221,57
2009-12-01,222,310
2009-12-01,231,21
2009-12-01,239,80
2009-12-01,241,37
2009-12-01,242,10
2009-12-01,243,31
2009-12-01,251,33
2009-12-01,252,3
2009-12-01,259,257
2009-12-01,261,6
2009-12-01,262,10
2009-12-01,263,9
2009-12-01,264,8
2009-12-01,265,40
2009-12-01,266,40
2009-12-01,267,-99
2009-12-01,271,37
2009-12-01,272,8
2009-12-01,273,16
2009-12-01,274,13
2009-12-01,275,52
2009-12-01,279,51
2009-12-01,281,120
2009-12-01,282,278
2009-12-01,291,12
2009-12-01,292,15
2009-12-01,293,217
2009-12-01,301,7
2009-12-01,302,-99
2009-12-01,309,-99
2009-12-01,310,34
2009-12-01,321,4
2009-12-01,322,6
2009-12-01,323,9
2009-12-01,324,8
2009-12-01,329,58
2009-12-01,331,14
2009-12-01,332,-99
2009-12-01,351,3
2009-12-01,381,-99
2009-12-01,382,5
2009-12-01,410,11
2009-12-01,421,3
2009-12-01,422,6
2009-12-01,429,8
2009-12-01,431,-99
2009-12-01,432,7
2009-12-01,433,4
2009-12-01,439,3
2009-12-01,451,4
2009-12-01,452,3
2009-12-01,453,46
2009-12-01,454,4
2009-12-01,461,54
2009-12-01,462,77
2009-12-01,463,164
2009-12-01,464,205
2009-12-01,465,132
2009-12-01,466,91
2009-12-01,469,102
2009-12-01,471,9
2009-12-01,472,5
2009-12-01,473,-99
2009-12-01,474,3
2009-12-01,475,19
2009-12-01,476,11
2009-12-01,477,76
2009-12-01,479,4
2009-12-01,491,-99
2009-12-01,492,13
2009-12-01,493,-99
2009-12-01,501,-99
2009-12-01,502,-99
2009-12-01,511,3
2009-12-01,512,-99
2009-12-01,522,13
2009-12-01,523,64
2009-12-01,524,10
2009-12-01,551,-99
2009-12-01,561,3
2009-12-01,581,67
2009-12-01,591,16
2009-12-01,592,-99
2009-12-01,602,8
2009-12-01,611,-99
2009-12-01,612,-99
2009-12-01,619,-99
2009-12-01,620,27
2009-12-01,649,-99
2009-12-01,681,34
2009-12-01,691,3
2009-12-01,692,-99
2009-12-01,702,37
2009-12-01,711,21
2009-12-01,712,-99
2009-12-01,721,5
2009-12-01,731,4
2009-12-01,749,4
2009-12-01,771,-99
2009-12-01,773,11
2009-12-01,774,-99
2009-12-01,791,-99
2009-12-01,801,-99
2009-12-01,812,-99
2009-12-01,821,-99
2009-12-01,822,-99
2009-12-01,823,-99
2009-12-01,829,23
2009-12-01,852,-99
2009-12-01,854,-99
2009-12-01,862,-99
2009-12-01,863,-99
2009-12-01,869,-99
2009-12-01,900,3
2009-12-01,910,-99
2009-12-01,920,-99
2009-12-01,939,-99
2009-12-01,941,-99
2009-12-01,949,8
2009-12-01,951,3
2009-12-01,952,-99
2009-12-01,960,9
2009-12-01,999,23
2010-01-01,11,74
2010-01-01,12,114
2010-01-01,13,21
2010-01-01,14,35
2010-01-01,16,10
2010-01-01,17,-99
2010-01-01,21,-99
2010-01-01,22,9
2010-01-01,31,37
2010-01-01,32,-99
2010-01-01,51,-99
2010-01-01,61,10
2010-01-01,62,3
2010-01-01,72,10
2010-01-01,81,15
2010-01-01,89,16
2010-01-01,91,25
2010-01-01,99,-99
2010-01-01,101,113
2010-01-01,102,68
2010-01-01,103,96
2010-01-01,104,39
2010-01-01,105,35
2010-01-01,106,67
2010-01-01,107,170
2010-01-01,108,22
2010-01-01,109,4
2010-01-01,110,162
2010-01-01,120,9
2010-01-01,131,52
2010-01-01,139,69
2010-01-01,141,57
2010-01-01,142,3
2010-01-01,143,10
2010-01-01,151,57
2010-01-01,152,28
2010-01-01,161,22
2010-01-01,162,28
2010-01-01,170,84
2010-01-01,181,32
2010-01-01,182,-99
2010-01-01,191,4
2010-01-01,192,13
2010-01-01,201,73
2010-01-01,202,236
2010-01-01,203,-99
2010-01-01,210,134
2010-01-01,221,51
2010-01-01,222,275
2010-01-01,231,21
2010-01-01,239,69
2010-01-01,241,41
2010-01-01,242,8
2010-01-01,243,32
2010-01-01,251,26
2010-01-01,252,-99
2010-01-01,259,234
2010-01-01,261,3
2010-01-01,262,7
2010-01-01,263,11
2010-01-01,264,5
2010-01-01,265,33
2010-01-01,266,49
2010-01-01,267,3
2010-01-01,271,36
2010-01-01,272,7
2010-01-01,273,19
2010-01-01,274,14
